stress_multiplier,method,short,seed,sweep_episode_id,violation_rate,violation_count,known_static_violation_rate,known_static_violation_count,uncertain_true_violation_rate,uncertain_true_violation_count,min_clearance_cm,min_known_static_clearance_cm,min_uncertain_true_clearance_cm,cost,belief_center_rmse_cm,goal_error_cm,reached
2.2,AC+CBF,AC+CBF,2,2000,0.0035714285714285,1,0.0,0,0.0035714285714285,1,-0.1583910430280027,3.1895799570461985,-0.1583910430280027,12.492807035972756,5.2253721424758615,4.767947201639686,1
2.6,AC+CBF,AC+CBF,2,2000,0.0035714285714285,1,0.0,0,0.0035714285714285,1,-0.3635928275082106,2.9919305430750414,-0.3635928275082106,12.592468166357875,6.1738475584314365,4.473772630332017,1
3.0,AC+CBF,AC+CBF,2,2000,0.0071428571428571,2,0.0,0,0.0071428571428571,2,-0.4257022036598751,2.7642381709674173,-0.4257022036598751,17.98474611917604,7.065426961562428,4.6247165627076585,1
3.5,AC+CBF,AC+CBF,2,2000,0.0107142857142857,3,0.0,0,0.0107142857142857,3,-0.6685586650853004,2.499235755961429,-0.6685586650853004,23.4759918483063,8.135454960258032,4.263374996528039,1
4.0,AC+CBF,AC+CBF,2,2000,0.0107142857142857,3,0.0,0,0.0107142857142857,3,-0.9101938594470436,2.491432664921425,-0.9101938594470436,23.658601372699007,9.226016122672132,4.619253748078122,1
4.5,AC+CBF,AC+CBF,2,2000,0.0107142857142857,3,0.0,0,0.0107142857142857,3,-1.0963780307249524,2.3569940907114644,-1.0963780307249524,23.98953366577562,10.18365038814986,4.525599816790047,1
0.8,AC+CBF,AC+CBF,3,2000,0.0,0,0.0,0,0.0,0,3.7284618415063946,3.930362209381197,3.7284618415063946,6.94311228226671,2.0964030226163404,5.334994498163964,1
1.0,AC+CBF,AC+CBF,3,2000,0.0,0,0.0,0,0.0,0,2.11196486056435,4.075249808449769,2.11196486056435,6.925841874187549,2.613810957244986,5.341398961797184,1
1.3,AC+CBF,AC+CBF,3,2000,0.0,0,0.0,0,0.0,0,1.7116614345107557,3.824643586128676,1.7116614345107557,6.975108218109133,3.4403353985521328,5.314802139127046,1
1.6,AC+CBF,AC+CBF,3,2000,0.0,0,0.0,0,0.0,0,1.5684884988124426,3.614308207959106,1.5684884988124426,6.981468853325493,4.195889062716972,5.347707853599185,1
2.0,AC+CBF,AC+CBF,3,2000,0.0,0,0.0,0,0.0,0,2.0995244702871343,3.3793728777731977,2.0995244702871343,7.036857199504711,4.989353421151401,5.364544131162983,1
2.2,AC+CBF,AC+CBF,3,2000,0.0,0,0.0,0,0.0,0,1.7385195831873452,2.8057536453922087,1.7385195831873452,7.310028002309411,5.684112281256038,5.264671560197814,1
2.6,AC+CBF,AC+CBF,3,2000,0.0,0,0.0,0,0.0,0,1.6478075581417757,3.0175044091423047,1.6478075581417757,7.191670305573874,6.819361245147057,5.318716147180649,1
3.0,AC+CBF,AC+CBF,3,2000,0.0,0,0.0,0,0.0,0,1.600311681065414,2.5552072159240184,1.600311681065414,7.550810862298588,8.221500351056148,5.486073700156552,1
3.5,AC+CBF,AC+CBF,3,2000,0.0,0,0.0,0,0.0,0,0.8550007201484883,2.5906244344663625,0.8550007201484883,7.4375347998254755,9.12202061810203,5.191100981827325,1
4.0,AC+CBF,AC+CBF,3,2000,0.0,0,0.0,0,0.0,0,0.6054206204954976,2.389962778760537,0.6054206204954976,7.660069662184214,10.385788903031845,5.493683807912073,1
4.5,AC+CBF,AC+CBF,3,2000,0.0071428571428571,2,0.0,0,0.0071428571428571,2,-0.5088736677400368,2.394228479768992,-0.5088736677400368,18.31192475101309,11.63995772296712,5.195501836263301,1
0.8,AC+CBF,AC+CBF,4,2000,0.0,0,0.0,0,0.0,0,4.075062892411959,4.257672648839764,4.075062892411959,7.060427060992722,1.901712195384453,4.595035588139905,1
1.0,AC+CBF,AC+CBF,4,2000,0.0,0,0.0,0,0.0,0,3.7645138861797154,4.289185068528719,3.7645138861797154,7.005644385415441,2.3347561770018395,4.521382583676751,1
1.3,AC+CBF,AC+CBF,4,2000,0.0,0,0.0,0,0.0,0,3.390884488928428,4.239663744306631,3.390884488928428,7.00698265828239,3.001845803661798,4.528509597454333,1
1.6,AC+CBF,AC+CBF,4,2000,0.0,0,0.0,0,0.0,0,3.2685687135815824,3.904986408222147,3.2685687135815824,7.096940792489906,3.786720899357406,4.582635136586133,1
2.0,AC+CBF,AC+CBF,4,2000,0.0,0,0.0,0,0.0,0,2.952720356236357,3.674473907147227,2.952720356236357,7.105068598152719,4.733914650861576,4.445308607341326,1
2.2,AC+CBF,AC+CBF,4,2000,0.0,0,0.0,0,0.0,0,2.8365144509698488,3.647267852642802,2.8365144509698488,7.113111914100831,5.196646379393444,5.1662338231529725,1
2.6,AC+CBF,AC+CBF,4,2000,0.0,0,0.0,0,0.0,0,1.3089355102286817,3.695852178231565,1.3089355102286817,7.037799185856074,6.003287551861723,4.895640369552209,1
3.0,AC+CBF,AC+CBF,4,2000,0.0,0,0.0,0,0.0,0,1.027190850377313,3.670057342034419,1.027190850377313,7.0704916982315735,6.896702739284022,4.861633166796631,1
3.5,AC+CBF,AC+CBF,4,2000,0.0,0,0.0,0,0.0,0,0.6826609141989265,4.1681498496056095,0.6826609141989265,7.032701302981574,7.87700952566359,4.614007552161023,1
4.0,AC+CBF,AC+CBF,4,2000,0.0,0,0.0,0,0.0,0,0.4519918479681167,3.507802432763088,0.4519918479681167,7.111130460317142,9.254637761518088,5.078385003806843,1
4.5,AC+CBF,AC+CBF,4,2000,0.0,0,0.0,0,0.0,0,0.101820987643289,3.4124961647010315,0.101820987643289,7.132223830523915,10.22455367024614,4.96661587263846,1
0.8,AC+CBF+PER,AC+CBF+PER,0,2000,0.0,0,0.0,0,0.0,0,1.9160636632474497,5.253170234052705,1.9160636632474497,6.581031248859378,2.5900491704454374,4.849811353129775,1
1.0,AC+CBF+PER,AC+CBF+PER,0,2000,0.0,0,0.0,0,0.0,0,1.5071347264418362,5.468599784978521,1.5071347264418362,6.5182979703201305,3.20404484914235,4.896251182136558,1
1.3,AC+CBF+PER,AC+CBF+PER,0,2000,0.0,0,0.0,0,0.0,0,0.9099517034941024,5.883134318852703,0.9099517034941024,6.505137793623692,4.152855261987727,4.9576401458195525,1
1.6,AC+CBF+PER,AC+CBF+PER,0,2000,0.0,0,0.0,0,0.0,0,0.447557179988739,6.164880526177277,0.447557179988739,6.494463684531389,5.38087194225819,4.913704088363626,1
2.0,AC+CBF+PER,AC+CBF+PER,0,2000,0.0035714285714285,1,0.0,0,0.0035714285714285,1,-0.0096597152859867,6.405829608160152,-0.0096597152859867,11.632991498701845,6.437360586596376,4.871306435462321,1
2.2,AC+CBF+PER,AC+CBF+PER,0,2000,0.0035714285714285,1,0.0,0,0.0035714285714285,1,-0.2201113819324696,6.403320269045739,-0.2201113819324696,11.627004448045724,7.033836767679544,4.857861315305445,1
2.6,AC+CBF+PER,AC+CBF+PER,0,2000,0.0035714285714285,1,0.0,0,0.0035714285714285,1,-0.317546155775697,6.39337509647488,-0.317546155775697,11.611823804378634,8.165712421360377,4.85911676857949,1
3.0,AC+CBF+PER,AC+CBF+PER,0,2000,0.0107142857142857,3,0.0,0,0.0107142857142857,3,-0.7604606951097812,6.37958587798852,-0.7604606951097812,21.95401139632233,9.456268870171884,5.247184165908424,1
3.5,AC+CBF+PER,AC+CBF+PER,0,2000,0.0107142857142857,3,0.0,0,0.0107142857142857,3,-1.0479519778419406,6.158858816511771,-1.0479519778419406,21.96316097823057,11.21624221728463,5.477512363273489,1
4.0,AC+CBF+PER,AC+CBF+PER,0,2000,0.0142857142857142,4,0.0,0,0.0142857142857142,4,-0.4659502777327073,6.367012997296033,-0.4659502777327073,27.093585892243613,12.710477410533066,5.261703731538237,1
4.5,AC+CBF+PER,AC+CBF+PER,0,2000,0.0071428571428571,2,0.0,0,0.0071428571428571,2,-0.6309529996215257,6.364418816350431,-0.6309529996215257,16.67978966584602,14.475171993328145,4.986861845995383,1
0.8,AC+CBF+PER,AC+CBF+PER,1,2000,0.0,0,0.0,0,0.0,0,1.131397688988192,3.915023838680012,1.131397688988192,6.913242280274464,1.729676750647029,4.530599500409083,1
1.0,AC+CBF+PER,AC+CBF+PER,1,2000,0.0,0,0.0,0,0.0,0,0.8329632650763669,3.904048495660844,0.8329632650763669,6.924834588623088,2.1263858111827343,4.52619874687288,1
1.3,AC+CBF+PER,AC+CBF+PER,1,2000,0.0,0,0.0,0,0.0,0,0.397111082266291,3.5043479428212536,0.397111082266291,7.004957351328158,2.8008171283764045,4.45128813851932,1
1.6,AC+CBF+PER,AC+CBF+PER,1,2000,0.0035714285714285,1,0.0,0,0.0035714285714285,1,-0.0239206232820976,3.6533027903491098,-0.0239206232820976,12.138139905882086,3.5196108303477835,4.51615309537266,1
2.0,AC+CBF+PER,AC+CBF+PER,1,2000,0.0071428571428571,2,0.0,0,0.0071428571428571,2,-0.4600983512184714,3.4687068195643813,-0.4600983512184714,17.346847725944727,4.383726603840247,4.569325396774946,1
2.2,AC+CBF+PER,AC+CBF+PER,1,2000,0.0107142857142857,3,0.0,0,0.0107142857142857,3,-0.659818456371633,2.988442542894623,-0.659818456371633,22.77229392691526,4.300334798815023,4.591581220860073,1
2.6,AC+CBF+PER,AC+CBF+PER,1,2000,0.0142857142857142,4,0.0,0,0.0142857142857142,4,-1.1044155151355843,2.8070132445110167,-1.1044155151355843,28.03418830497993,5.064739436656217,4.60426404754173,1
3.0,AC+CBF+PER,AC+CBF+PER,1,2000,0.0178571428571428,5,0.0,0,0.0178571428571428,5,-1.5189653460273331,2.7594987092683403,-1.5189653460273331,33.35648119053735,5.83032849505606,4.592184831540936,1
3.5,AC+CBF+PER,AC+CBF+PER,1,2000,0.0178571428571428,5,0.0,0,0.0178571428571428,5,-1.7303039890699992,2.5916516071716216,-1.7303039890699992,33.47200705449314,6.7886533764522365,4.550804277148308,1
4.0,AC+CBF+PER,AC+CBF+PER,1,2000,0.0178571428571428,5,0.0,0,0.0178571428571428,5,-1.8061939265654328,2.357281104487599,-1.8061939265654328,34.16817575585148,8.296777001971353,4.331077941678512,1
4.5,AC+CBF+PER,AC+CBF+PER,1,2000,0.0178571428571428,5,0.0,0,0.0178571428571428,5,-1.889212911432084,2.45576853209826,-1.889212911432084,34.18483792787613,9.132644136806098,4.32445199208383,1
0.8,AC+CBF+PER,AC+CBF+PER,2,2000,0.0,0,0.0,0,0.0,0,3.1123174413047376,3.941719015060843,3.1123174413047376,6.6873443648160285,1.8113991952298127,4.8033542022192135,1
1.0,AC+CBF+PER,AC+CBF+PER,2,2000,0.0,0,0.0,0,0.0,0,2.881704709042252,3.918899884806606,2.881704709042252,6.699704740190644,2.235633754966818,4.798574053240605,1
1.3,AC+CBF+PER,AC+CBF+PER,2,2000,0.0,0,0.0,0,0.0,0,3.244713239753891,3.6630468182600544,3.244713239753891,6.764127691688267,2.9896068457902687,4.769886826713781,1
1.6,AC+CBF+PER,AC+CBF+PER,2,2000,0.0,0,0.0,0,0.0,0,2.388004877021574,3.315979844099531,2.388004877021574,6.844305688272696,3.568745282590401,4.856784672619885,1
2.0,AC+CBF+PER,AC+CBF+PER,2,2000,0.0,0,0.0,0,0.0,0,2.1078985946822835,3.178335026655896,2.1078985946822835,6.888040359359216,4.762291098754162,4.655765584531924,1
2.2,AC+CBF+PER,AC+CBF+PER,2,2000,0.0,0,0.0,0,0.0,0,1.983031164051963,3.1697060334762965,1.983031164051963,6.947632730258958,5.2253721424758615,4.629008479992494,1
2.6,AC+CBF+PER,AC+CBF+PER,2,2000,0.0,0,0.0,0,0.0,0,1.764644698976073,2.9591263283989004,1.764644698976073,7.064602011593308,6.1738475584314365,4.802541485710584,1
3.0,AC+CBF+PER,AC+CBF+PER,2,2000,0.0,0,0.0,0,0.0,0,1.5844437476692037,2.793547431642554,1.5844437476692037,7.243462852223959,7.065426961562428,4.602500135446075,1
3.5,AC+CBF+PER,AC+CBF+PER,2,2000,0.0,0,0.0,0,0.0,0,1.344670004867274,2.5384267106472373,1.344670004867274,7.602135429429509,8.135454960258032,4.353101217662127,1
