stress_multiplier,method,short,seed,sweep_episode_id,violation_rate,violation_count,known_static_violation_rate,known_static_violation_count,uncertain_true_violation_rate,uncertain_true_violation_count,min_clearance_cm,min_known_static_clearance_cm,min_uncertain_true_clearance_cm,cost,belief_center_rmse_cm,goal_error_cm,reached
4.0,AC+CBF+PER,AC+CBF+PER,2,2000,0.0,0,0.0,0,0.0,0,0.520162928397655,2.4466440639504343,0.520162928397655,7.792647807155189,9.226016122672132,4.293868853352654,1
4.5,AC+CBF+PER,AC+CBF+PER,2,2000,0.0,0,0.0,0,0.0,0,0.1252593467881896,2.325733140071609,0.1252593467881896,8.167905559679648,10.18365038814986,4.552644623769048,1
0.8,AC+CBF+PER,AC+CBF+PER,3,2000,0.0,0,0.0,0,0.0,0,2.6593823229428133,3.9054256372458074,2.6593823229428133,6.734903902687596,2.0964030226163404,5.313313768564202,1
1.0,AC+CBF+PER,AC+CBF+PER,3,2000,0.0,0,0.0,0,0.0,0,2.0360375118988223,3.940197243266799,2.0360375118988223,6.711108869584196,2.613810957244986,5.344461340324271,1
1.3,AC+CBF+PER,AC+CBF+PER,3,2000,0.0,0,0.0,0,0.0,0,1.6428875218873569,3.811646108239144,1.6428875218873569,6.752631212536602,3.4403353985521328,5.318651219021816,1
1.6,AC+CBF+PER,AC+CBF+PER,3,2000,0.0,0,0.0,0,0.0,0,1.7241207274264758,3.608540109334049,1.7241207274264758,6.775978107730018,4.195889062716972,5.336015078294085,1
2.0,AC+CBF+PER,AC+CBF+PER,3,2000,0.0,0,0.0,0,0.0,0,1.3669831580908232,3.3851211023498333,1.3669831580908232,6.825943378771837,4.989353421151401,5.354554914351817,1
2.2,AC+CBF+PER,AC+CBF+PER,3,2000,0.0,0,0.0,0,0.0,0,1.529193749468449,2.820536588576475,1.529193749468449,7.112975032917147,5.684112281256038,5.240851787731437,1
2.6,AC+CBF+PER,AC+CBF+PER,3,2000,0.0,0,0.0,0,0.0,0,1.1775031337671078,2.9748914891046723,1.1775031337671078,6.949665702630882,6.819361245147057,5.358914281321479,1
3.0,AC+CBF+PER,AC+CBF+PER,3,2000,0.0,0,0.0,0,0.0,0,1.1567464309965747,2.505020444233377,1.1567464309965747,7.321309402031773,8.221500351056148,5.41206989251005,1
3.5,AC+CBF+PER,AC+CBF+PER,3,2000,0.0,0,0.0,0,0.0,0,0.5256012806824834,2.649387448933973,0.5256012806824834,7.202863252955223,9.12202061810203,4.984339791903221,1
4.0,AC+CBF+PER,AC+CBF+PER,3,2000,0.0,0,0.0,0,0.0,0,0.2098029372499116,2.404252156654321,0.2098029372499116,7.42946504873306,10.385788903031845,5.309141003328498,1
4.5,AC+CBF+PER,AC+CBF+PER,3,2000,0.0107142857142857,3,0.0,0,0.0107142857142857,3,-0.4222683013947265,2.347347105254441,-0.4222683013947265,23.37187399877424,11.63995772296712,5.185017370935814,1
0.8,AC+CBF+PER,AC+CBF+PER,4,2000,0.0,0,0.0,0,0.0,0,3.369783652479261,4.273222223947984,3.369783652479261,6.633581497919171,1.901712195384453,5.166478694484964,1
1.0,AC+CBF+PER,AC+CBF+PER,4,2000,0.0,0,0.0,0,0.0,0,3.174095724806936,4.491668597751949,3.174095724806936,6.619349855618829,2.3347561770018395,4.882644432192066,1
1.3,AC+CBF+PER,AC+CBF+PER,4,2000,0.0,0,0.0,0,0.0,0,2.8944567077466123,4.627777351651566,2.8944567077466123,6.600269953384748,3.001845803661798,4.8078833676790085,1
1.6,AC+CBF+PER,AC+CBF+PER,4,2000,0.0,0,0.0,0,0.0,0,3.057618486679792,3.862618406545751,3.057618486679792,6.738521207951672,3.786720899357406,4.957340272380726,1
2.0,AC+CBF+PER,AC+CBF+PER,4,2000,0.0,0,0.0,0,0.0,0,2.6901619231555234,3.755016911826584,2.6901619231555234,6.758375068296795,4.733914650861576,5.00451077379295,1
2.2,AC+CBF+PER,AC+CBF+PER,4,2000,0.0,0,0.0,0,0.0,0,2.5023980572532216,3.7034308614820737,2.5023980572532216,6.765902611556148,5.196646379393444,4.992454069076156,1
2.6,AC+CBF+PER,AC+CBF+PER,4,2000,0.0,0,0.0,0,0.0,0,1.5534027458944275,3.698385920988048,1.5534027458944275,6.712263007337034,6.003287551861723,4.87307419280554,1
3.0,AC+CBF+PER,AC+CBF+PER,4,2000,0.0,0,0.0,0,0.0,0,1.2749274001873534,3.706817775762752,1.2749274001873534,6.704183590037346,6.896702739284022,4.721526316209483,1
3.5,AC+CBF+PER,AC+CBF+PER,4,2000,0.0,0,0.0,0,0.0,0,0.9036871185289148,4.030886371743828,0.9036871185289148,6.703232132600002,7.87700952566359,4.6099180935957165,1
4.0,AC+CBF+PER,AC+CBF+PER,4,2000,0.0,0,0.0,0,0.0,0,0.6131907542540171,3.437160996631053,0.6131907542540171,6.731535461494347,9.254637761518088,4.559718357766461,1
4.5,AC+CBF+PER,AC+CBF+PER,4,2000,0.0,0,0.0,0,0.0,0,0.3263895517491927,3.3639048056702507,0.3263895517491927,6.749178959915268,10.22455367024614,4.509957710368601,1
0.8,AC+CBF+UE,AC+CBF+UE,0,2000,0.0,0,0.0,0,0.0,0,4.589767735044878,4.784206370471758,4.589767735044878,6.917235516643283,2.3545403104184,4.862666417407109,1
1.0,AC+CBF+UE,AC+CBF+UE,0,2000,0.0,0,0.0,0,0.0,0,4.66103978632906,4.876160181072489,4.66103978632906,6.901155551818401,2.903582473199254,4.853368910980296,1
1.3,AC+CBF+UE,AC+CBF+UE,0,2000,0.0,0,0.0,0,0.0,0,4.56961501534521,4.962708898988469,4.56961501534521,6.899731759944449,3.7297584234208654,4.893877359866756,1
1.6,AC+CBF+UE,AC+CBF+UE,0,2000,0.0,0,0.0,0,0.0,0,4.397422072087196,5.012075939856065,4.397422072087196,6.920980866642093,4.845109245477369,4.86984801550606,1
2.0,AC+CBF+UE,AC+CBF+UE,0,2000,0.0,0,0.0,0,0.0,0,4.290631572850567,5.280671436016414,4.290631572850567,6.870753624125911,5.468295761750752,4.891999771433087,1
2.2,AC+CBF+UE,AC+CBF+UE,0,2000,0.0,0,0.0,0,0.0,0,4.195431458673612,5.419292939830134,4.195431458673612,6.865103272793925,5.878322354002536,4.885257367307587,1
2.6,AC+CBF+UE,AC+CBF+UE,0,2000,0.0,0,0.0,0,0.0,0,3.605939101043856,6.113550862166942,3.605939101043856,6.834993485361699,6.77932224546577,4.8653449016831365,1
3.0,AC+CBF+UE,AC+CBF+UE,0,2000,0.0,0,0.0,0,0.0,0,2.952177893488389,6.888416197296799,2.952177893488389,6.770792684557906,7.554343496805789,4.894743316226826,1
3.5,AC+CBF+UE,AC+CBF+UE,0,2000,0.0,0,0.0,0,0.0,0,2.562037374851048,7.134788180919259,2.562037374851048,6.75827537211452,8.680530283887986,4.914958873964928,1
4.0,AC+CBF+UE,AC+CBF+UE,0,2000,0.0,0,0.0,0,0.0,0,1.4929832420418985,7.110674204213644,1.4929832420418985,6.729189574848678,9.73451230057078,4.829504549435793,1
4.5,AC+CBF+UE,AC+CBF+UE,0,2000,0.0,0,0.0,0,0.0,0,2.587181533916896,6.985834845286336,2.587181533916896,6.763535053009241,10.540969299453533,4.764374040520821,1
0.8,AC+CBF+UE,AC+CBF+UE,1,2000,0.0,0,0.0,0,0.0,0,3.6439703460271895,3.6439703460271895,5.692783384817307,7.117921681704007,1.4692149136334975,4.5203660069730045,1
1.0,AC+CBF+UE,AC+CBF+UE,1,2000,0.0,0,0.0,0,0.0,0,3.579854188011784,3.579854188011784,5.766773728452629,7.139602784603319,1.803921203080607,4.518113930694068,1
1.3,AC+CBF+UE,AC+CBF+UE,1,2000,0.0,0,0.0,0,0.0,0,3.1588412723680515,3.1588412723680515,5.908610367853995,7.300878494218655,2.30853622277707,4.508326324414865,1
1.6,AC+CBF+UE,AC+CBF+UE,1,2000,0.0,0,0.0,0,0.0,0,3.13938192541319,3.13938192541319,6.312430348765627,7.327155767471332,2.779402271820764,4.461004098492081,1
2.0,AC+CBF+UE,AC+CBF+UE,1,2000,0.0,0,0.0,0,0.0,0,2.922401781424436,2.922401781424436,6.791033635320695,7.459909041690068,3.3142127945944067,4.438612287335028,1
2.2,AC+CBF+UE,AC+CBF+UE,1,2000,0.0,0,0.0,0,0.0,0,2.6892526692372214,2.6892526692372214,6.783713647029718,7.637174306437919,3.4322142375290707,4.513383600722057,1
2.6,AC+CBF+UE,AC+CBF+UE,1,2000,0.0,0,0.0,0,0.0,0,2.5208751662001454,2.5208751662001454,7.02418199346751,7.83926901865669,3.968809559673728,4.481346019299108,1
3.0,AC+CBF+UE,AC+CBF+UE,1,2000,0.0,0,0.0,0,0.0,0,2.420395587386695,2.420395587386695,7.238166897021589,8.16786238355784,4.492937867414349,4.41779777761854,1
3.5,AC+CBF+UE,AC+CBF+UE,1,2000,0.0,0,0.0,0,0.0,0,2.255151515116685,2.255151515116685,6.888663752555507,9.66594015627884,5.134690787681826,5.087648914110211,1
4.0,AC+CBF+UE,AC+CBF+UE,1,2000,0.0,0,0.0,0,0.0,0,2.064393864577648,2.064393864577648,7.5472946480811824,10.227431128459909,5.979293260189071,5.116246830942116,1
4.5,AC+CBF+UE,AC+CBF+UE,1,2000,0.0,0,0.0,0,0.0,0,1.883825612435433,1.883825612435433,6.752232224169191,15.08039618698574,6.682444862852005,88.68201594392893,0
0.8,AC+CBF+UE,AC+CBF+UE,2,2000,0.0,0,0.0,0,0.0,0,3.779753442927379,3.779753442927379,4.911147749496292,7.0853684553928815,1.56326372102581,4.843851793368294,1
1.0,AC+CBF+UE,AC+CBF+UE,2,2000,0.0,0,0.0,0,0.0,0,3.714464661078401,3.714464661078401,5.018261953481412,7.137063768003849,1.9314531604469736,4.857194355764559,1
1.3,AC+CBF+UE,AC+CBF+UE,2,2000,0.0,0,0.0,0,0.0,0,3.3575985695490167,3.3575985695490167,5.197316905815804,7.245799036798384,2.5755782393200093,4.9026687977943775,1
1.6,AC+CBF+UE,AC+CBF+UE,2,2000,0.0,0,0.0,0,0.0,0,2.858897705840882,2.858897705840882,5.77094586656505,7.691428032395886,2.9159694418997786,4.312079709570261,1
2.0,AC+CBF+UE,AC+CBF+UE,2,2000,0.0,0,0.0,0,0.0,0,2.854826241017153,2.854826241017153,5.742024087178383,7.61989929438816,3.827975715083241,4.183324979414628,1
2.2,AC+CBF+UE,AC+CBF+UE,2,2000,0.0,0,0.0,0,0.0,0,2.7528029921298685,2.7528029921298685,5.730509293728014,7.726045123014177,4.163276463935501,4.3333298669032745,1
2.6,AC+CBF+UE,AC+CBF+UE,2,2000,0.0,0,0.0,0,0.0,0,2.4032958022484867,2.4032958022484867,5.701701178172458,7.988931536216975,4.851579958463926,4.471942135654284,1
3.0,AC+CBF+UE,AC+CBF+UE,2,2000,0.0,0,0.0,0,0.0,0,2.17550042548558,2.17550042548558,5.622369466568566,9.002909912452896,5.44124898048742,4.4071924086116905,1
3.5,AC+CBF+UE,AC+CBF+UE,2,2000,0.0,0,0.0,0,0.0,0,2.2009713114672285,2.2009713114672285,5.575217042165551,8.908086987987321,6.242135477752941,4.41949008988497,1
4.0,AC+CBF+UE,AC+CBF+UE,2,2000,0.0,0,0.0,0,0.0,0,2.2166948619448594,2.2166948619448594,5.531023713259484,9.185774164379788,6.98812168216119,4.357908511483031,1
4.5,AC+CBF+UE,AC+CBF+UE,2,2000,0.0,0,0.0,0,0.0,0,2.249259450922994,2.249259450922994,5.488388567638486,9.936602991948726,7.816089180979692,4.145978319757885,1
0.8,AC+CBF+UE,AC+CBF+UE,3,2000,0.0,0,0.0,0,0.0,0,3.6175574175569296,3.6175574175569296,5.519920893071989,7.041892213968925,1.899377186514079,5.306704698044666,1
1.0,AC+CBF+UE,AC+CBF+UE,3,2000,0.0,0,0.0,0,0.0,0,3.768433459442294,3.768433459442294,5.405394546566589,7.03673974343404,2.349793315509992,5.3127477388550055,1
1.3,AC+CBF+UE,AC+CBF+UE,3,2000,0.0,0,0.0,0,0.0,0,3.5283450481047445,3.5283450481047445,4.994667346561038,7.078450192749256,3.04860389101884,5.31431804729091,1
1.6,AC+CBF+UE,AC+CBF+UE,3,2000,0.0,0,0.0,0,0.0,0,3.3336344448440607,3.3336344448440607,4.69375237445982,7.142493699655061,3.650723129678255,5.307475187461152,1
2.0,AC+CBF+UE,AC+CBF+UE,3,2000,0.0,0,0.0,0,0.0,0,3.033629924681679,3.033629924681679,4.1525726473095,7.201709519217201,4.294166112342528,5.349342679679155,1
2.2,AC+CBF+UE,AC+CBF+UE,3,2000,0.0,0,0.0,0,0.0,0,2.4373376747463187,2.4373376747463187,4.239679404954994,7.7043265135598675,4.616067272619879,5.322316930654187,1
2.6,AC+CBF+UE,AC+CBF+UE,3,2000,0.0,0,0.0,0,0.0,0,2.483650506387261,2.483650506387261,3.1417480173355883,7.597148800875238,5.521723374178503,5.162933520388215,1
3.0,AC+CBF+UE,AC+CBF+UE,3,2000,0.0,0,0.0,0,0.0,0,2.265039082861467,2.265039082861467,3.298222943908982,8.360917025293855,6.106860679856817,5.303687706148512,1
3.5,AC+CBF+UE,AC+CBF+UE,3,2000,0.0,0,0.0,0,0.0,0,2.234695326522612,2.2639680995933413,2.234695326522612,8.315290361169097,7.00336494264416,5.204099758589105,1
4.0,AC+CBF+UE,AC+CBF+UE,3,2000,0.0,0,0.0,0,0.0,0,1.8764216783114267,2.105320516386347,1.8764216783114267,9.218142419533049,7.779464039162794,5.438720760808307,1
4.5,AC+CBF+UE,AC+CBF+UE,3,2000,0.0,0,0.0,0,0.0,0,1.716886869114631,2.03610447544548,1.716886869114631,10.276675487890593,8.773276585140664,4.829441701401279,1
0.8,AC+CBF+UE,AC+CBF+UE,4,2000,0.0,0,0.0,0,0.0,0,3.8877973731233855,3.8877973731233855,5.262134423351547,7.03724395991311,1.6053086736156683,4.511244122674964,1
1.0,AC+CBF+UE,AC+CBF+UE,4,2000,0.0,0,0.0,0,0.0,0,3.779644707918131,3.779644707918131,5.450876477043715,7.085041851843405,1.959254474209018,4.539783506485026,1
1.3,AC+CBF+UE,AC+CBF+UE,4,2000,0.0,0,0.0,0,0.0,0,3.714642962707362,3.714642962707362,5.212419144236649,7.122947230082093,2.486475070331658,4.545021938184667,1
1.6,AC+CBF+UE,AC+CBF+UE,4,2000,0.0,0,0.0,0,0.0,0,3.3276821589656307,3.3276821589656307,5.766765902109236,7.274965311579455,3.218716356344361,4.608959652063736,1
2.0,AC+CBF+UE,AC+CBF+UE,4,2000,0.0,0,0.0,0,0.0,0,3.216735034446108,3.216735034446108,5.814147980353165,7.322193932314701,3.666157641593627,4.59778579811476,1
2.2,AC+CBF+UE,AC+CBF+UE,4,2000,0.0,0,0.0,0,0.0,0,3.2171957920187704,3.2171957920187704,6.155389937332606,7.401591403214668,3.92366200155449,4.698348334127357,1
2.6,AC+CBF+UE,AC+CBF+UE,4,2000,0.0,0,0.0,0,0.0,0,3.1088992879480557,3.1088992879480557,5.530987194612624,7.304279725168273,4.8154270597429125,4.911222421269136,1
3.0,AC+CBF+UE,AC+CBF+UE,4,2000,0.0,0,0.0,0,0.0,0,3.0958242887217406,3.0958242887217406,5.117671581661884,7.377188133307329,5.353026419638413,4.486683993332404,1
3.5,AC+CBF+UE,AC+CBF+UE,4,2000,0.0,0,0.0,0,0.0,0,3.113000103165056,3.113000103165056,5.012021714610815,7.418845856254522,5.900949052060799,4.563650428503621,1
4.0,AC+CBF+UE,AC+CBF+UE,4,2000,0.0,0,0.0,0,0.0,0,2.8607821618032463,2.8607821618032463,5.170791571720682,7.544075413174652,6.297229727644886,4.659304829639252,1
4.5,AC+CBF+UE,AC+CBF+UE,4,2000,0.0,0,0.0,0,0.0,0,2.7941625565365418,2.7941625565365418,4.781303331546452,7.618489582340039,6.85006139374342,4.701003930429013,1
0.8,AC+CBF+AER,AC+CBF+AER,0,2000,0.0,0,0.0,0,0.0,0,3.549872080819055,5.402823795500611,3.549872080819055,6.671660822015564,2.5900491704454374,4.839805262061657,1
1.0,AC+CBF+AER,AC+CBF+AER,0,2000,0.0,0,0.0,0,0.0,0,2.9088315538886382,5.569749932568316,2.9088315538886382,6.659817771326577,3.20404484914235,4.854577200385681,1
1.3,AC+CBF+AER,AC+CBF+AER,0,2000,0.0,0,0.0,0,0.0,0,2.1920777411241628,5.918042192562548,2.1920777411241628,6.63100753540309,4.152855261987727,4.872858785899115,1
1.6,AC+CBF+AER,AC+CBF+AER,0,2000,0.0,0,0.0,0,0.0,0,1.7858400521588935,6.211971149768167,1.7858400521588935,6.589659809685252,5.38087194225819,4.8113873951683175,1
2.0,AC+CBF+AER,AC+CBF+AER,0,2000,0.0,0,0.0,0,0.0,0,1.3603057881062364,6.706577544226754,1.3603057881062364,6.580404700918181,6.437360586596376,4.842387873444204,1
2.2,AC+CBF+AER,AC+CBF+AER,0,2000,0.0,0,0.0,0,0.0,0,1.1730372181512654,6.962073462421661,1.1730372181512654,6.575484413094231,7.033836767679544,4.829798362488374,1
2.6,AC+CBF+AER,AC+CBF+AER,0,2000,0.0,0,0.0,0,0.0,0,1.0421114607752608,6.839595507823254,1.0421114607752608,6.532091913476703,8.165712421360377,5.460865811315867,1
3.0,AC+CBF+AER,AC+CBF+AER,0,2000,0.0,0,0.0,0,0.0,0,0.6808511227680225,6.689290867544635,0.6808511227680225,6.499621554317123,9.456268870171884,5.207688515699689,1
3.5,AC+CBF+AER,AC+CBF+AER,0,2000,0.0,0,0.0,0,0.0,0,0.318078469314248,6.136647200324709,0.318078469314248,6.506867811407082,11.21624221728463,5.510670355542285,1
4.0,AC+CBF+AER,AC+CBF+AER,0,2000,0.0107142857142857,3,0.0,0,0.0107142857142857,3,-0.4373226082589443,7.1929341406424765,-0.4373226082589443,21.99771399706743,12.710477410533066,4.918590579067934,1
4.5,AC+CBF+AER,AC+CBF+AER,0,2000,0.0,0,0.0,0,0.0,0,0.2128381947846147,7.399675441940954,0.2128381947846147,6.381100301749621,14.475171993328145,5.358165327578357,1
0.8,AC+CBF+AER,AC+CBF+AER,1,2000,0.0,0,0.0,0,0.0,0,4.013473793020153,4.013473793020153,4.501435846922086,6.885258239640654,1.729676750647029,4.461305075914652,1
1.0,AC+CBF+AER,AC+CBF+AER,1,2000,0.0,0,0.0,0,0.0,0,3.7563252903017736,3.7563252903017736,4.330844271598036,6.93077045910903,2.1263858111827343,4.485304614237545,1
1.3,AC+CBF+AER,AC+CBF+AER,1,2000,0.0,0,0.0,0,0.0,0,3.671438668003905,3.671438668003905,4.082689886853963,6.942596410245146,2.8008171283764045,4.507516859030137,1
1.6,AC+CBF+AER,AC+CBF+AER,1,2000,0.0,0,0.0,0,0.0,0,3.796675692983589,3.796675692983589,3.844255909973632,6.945060086145284,3.5196108303477835,4.540114078672851,1
2.0,AC+CBF+AER,AC+CBF+AER,1,2000,0.0,0,0.0,0,0.0,0,3.542046843642013,3.625860920505189,3.542046843642013,6.996644722779842,4.383726603840247,4.575578804381355,1
2.2,AC+CBF+AER,AC+CBF+AER,1,2000,0.0,0,0.0,0,0.0,0,2.3388877946072224,3.026845517756274,2.3388877946072224,7.142123586425059,4.300334798815023,4.472002878463552,1
2.6,AC+CBF+AER,AC+CBF+AER,1,2000,0.0,0,0.0,0,0.0,0,2.1337271869319494,2.799052296838136,2.1337271869319494,7.2697653487814335,5.064739436656217,4.530009763327488,1
3.0,AC+CBF+AER,AC+CBF+AER,1,2000,0.0,0,0.0,0,0.0,0,1.9504736184848603,2.6421342502343985,1.9504736184848603,7.405428635491849,5.83032849505606,4.632093512941158,1
3.5,AC+CBF+AER,AC+CBF+AER,1,2000,0.0,0,0.0,0,0.0,0,1.7516592678395004,2.561142364548412,1.7516592678395004,7.556066324226606,6.7886533764522365,4.5471758516287615,1
4.0,AC+CBF+AER,AC+CBF+AER,1,2000,0.0,0,0.0,0,0.0,0,1.7117578298925324,2.332865038586987,1.7117578298925324,8.240666107420854,8.296777001971353,4.374867998018997,1
4.5,AC+CBF+AER,AC+CBF+AER,1,2000,0.0,0,0.0,0,0.0,0,1.024574087869995,2.4102905925249134,1.024574087869995,8.264606731953796,9.132644136806098,4.31741123649868,1
0.8,AC+CBF+AER,AC+CBF+AER,2,2000,0.0,0,0.0,0,0.0,0,3.9375261490564513,3.9375261490564513,4.166092154489168,6.871044578762023,1.8113991952298127,4.772849888300336,1
1.0,AC+CBF+AER,AC+CBF+AER,2,2000,0.0,0,0.0,0,0.0,0,3.846646710817528,3.846646710817528,3.989745156769697,6.913725507539615,2.235633754966818,4.7557505334234085,1
1.3,AC+CBF+AER,AC+CBF+AER,2,2000,0.0,0,0.0,0,0.0,0,3.613236868768879,3.613236868768879,4.661960883262903,6.985179286094382,2.9896068457902687,4.729415458795274,1
1.6,AC+CBF+AER,AC+CBF+AER,2,2000,0.0,0,0.0,0,0.0,0,3.4043661842158706,3.4043661842158706,3.988166544872712,7.060469775670429,3.568745282590401,4.782091768314077,1
2.0,AC+CBF+AER,AC+CBF+AER,2,2000,0.0,0,0.0,0,0.0,0,3.2737383575879053,3.2737383575879053,3.7471437192530983,7.112665433971267,4.762291098754162,4.604606890075878,1
2.2,AC+CBF+AER,AC+CBF+AER,2,2000,0.0,0,0.0,0,0.0,0,3.1455337091740114,3.1455337091740114,3.642206006529103,7.170709928970456,5.2253721424758615,4.576884148585507,1
2.6,AC+CBF+AER,AC+CBF+AER,2,2000,0.0,0,0.0,0,0.0,0,2.9384542458679523,2.9384542458679523,3.4620216608747563,7.250538543978556,6.1738475584314365,4.287797200896213,1
3.0,AC+CBF+AER,AC+CBF+AER,2,2000,0.0,0,0.0,0,0.0,0,2.781307029815108,2.781307029815108,3.5949263732100305,7.468024731685084,7.065426961562428,4.5502405285873415,1
3.5,AC+CBF+AER,AC+CBF+AER,2,2000,0.0,0,0.0,0,0.0,0,2.5170150543370045,2.5170150543370045,3.392193554831502,7.7952834124528,8.135454960258032,4.295081924396701,1
4.0,AC+CBF+AER,AC+CBF+AER,2,2000,0.0,0,0.0,0,0.0,0,0.3815788250626756,2.4649426155661485,0.3815788250626756,8.01480518867101,9.226016122672132,4.605050252074953,1
4.5,AC+CBF+AER,AC+CBF+AER,2,2000,0.0,0,0.0,0,0.0,0,0.1254110456292118,2.325563743104611,0.1254110456292118,8.408498368752559,10.18365038814986,4.512148514291478,1
0.8,AC+CBF+AER,AC+CBF+AER,3,2000,0.0,0,0.0,0,0.0,0,3.803348369952855,3.803348369952855,5.128908473942115,6.886598647946978,2.0964030226163404,5.293392203188846,1
1.0,AC+CBF+AER,AC+CBF+AER,3,2000,0.0,0,0.0,0,0.0,0,4.0548947177347285,4.0548947177347285,5.01096712044235,6.847107728406486,2.613810957244986,5.301404852784362,1
1.3,AC+CBF+AER,AC+CBF+AER,3,2000,0.0,0,0.0,0,0.0,0,3.854598533873746,3.854598533873746,4.625061701968855,6.891054514149101,3.4403353985521328,5.298648799743656,1
1.6,AC+CBF+AER,AC+CBF+AER,3,2000,0.0,0,0.0,0,0.0,0,3.556427641816087,3.556427641816087,4.201941237731596,6.909884065069224,4.195889062716972,5.317281296193876,1
2.0,AC+CBF+AER,AC+CBF+AER,3,2000,0.0,0,0.0,0,0.0,0,3.3906257120481627,3.3906257120481627,3.636051527575885,6.9654030056534255,4.989353421151401,5.356138467666169,1
2.2,AC+CBF+AER,AC+CBF+AER,3,2000,0.0,0,0.0,0,0.0,0,2.8319396701748905,2.8319396701748905,3.308312508375049,7.273246827201373,5.684112281256038,5.212652156774676,1
2.6,AC+CBF+AER,AC+CBF+AER,3,2000,0.0,0,0.0,0,0.0,0,2.216368191752796,2.9648092936156054,2.216368191752796,7.139166349148882,6.819361245147057,4.855639263456297,1
3.0,AC+CBF+AER,AC+CBF+AER,3,2000,0.0,0,0.0,0,0.0,0,2.336271540872276,2.510251296822799,2.336271540872276,7.516505517423708,8.221500351056148,5.367085540135951,1
3.5,AC+CBF+AER,AC+CBF+AER,3,2000,0.0,0,0.0,0,0.0,0,1.5569773551065786,2.6262443762883696,1.5569773551065786,7.359860056897707,9.12202061810203,4.854714001854934,1
4.0,AC+CBF+AER,AC+CBF+AER,3,2000,0.0,0,0.0,0,0.0,0,1.0969976285422374,2.40847739456648,1.0969976285422374,7.580063444430041,10.385788903031845,5.277014550399271,1
4.5,AC+CBF+AER,AC+CBF+AER,3,2000,0.0071428571428571,2,0.0,0,0.0071428571428571,2,-0.4351056330328395,2.351197549590825,-0.4351056330328395,18.31544050039053,11.63995772296712,4.777461885724061,1
0.8,AC+CBF+AER,AC+CBF+AER,4,2000,0.0,0,0.0,0,0.0,0,4.4913662569134125,4.4913662569134125,4.639490935275939,6.682507316920441,1.901712195384453,4.718696546723879,1
1.0,AC+CBF+AER,AC+CBF+AER,4,2000,0.0,0,0.0,0,0.0,0,4.44593151120411,4.768910958261865,4.44593151120411,6.63646473417558,2.3347561770018395,4.640225812967982,1
1.3,AC+CBF+AER,AC+CBF+AER,4,2000,0.0,0,0.0,0,0.0,0,4.2963606341203135,4.748761945670724,4.2963606341203135,6.632198560724978,3.001845803661798,4.595304651030915,1
1.6,AC+CBF+AER,AC+CBF+AER,4,2000,0.0,0,0.0,0,0.0,0,3.649502236615201,3.649502236615201,3.860950129682828,6.795359132530165,3.786720899357406,4.805752204082835,1
2.0,AC+CBF+AER,AC+CBF+AER,4,2000,0.0,0,0.0,0,0.0,0,3.62144417104423,3.7471967851135406,3.62144417104423,6.764273592517085,4.733914650861576,4.712975631585067,1
2.2,AC+CBF+AER,AC+CBF+AER,4,2000,0.0,0,0.0,0,0.0,0,3.508946657485576,3.700282751175901,3.508946657485576,6.768550537880423,5.196646379393444,4.693768730651829,1
2.6,AC+CBF+AER,AC+CBF+AER,4,2000,0.0,0,0.0,0,0.0,0,2.5207729726370727,3.7262646176036833,2.5207729726370727,6.711721498128184,6.003287551861723,4.556659781986559,1
3.0,AC+CBF+AER,AC+CBF+AER,4,2000,0.0,0,0.0,0,0.0,0,2.2888068708664084,3.696623942100899,2.2888068708664084,6.7535113325475296,6.896702739284022,4.650188279336468,1
3.5,AC+CBF+AER,AC+CBF+AER,4,2000,0.0,0,0.0,0,0.0,0,2.025900664985844,4.170143436792487,2.025900664985844,6.760983046193445,7.87700952566359,4.568381329897809,1
4.0,AC+CBF+AER,AC+CBF+AER,4,2000,0.0,0,0.0,0,0.0,0,1.8403105789086271,3.4215290527988578,1.8403105789086271,6.7588290580452615,9.254637761518088,4.338886348885846,1
4.5,AC+CBF+AER,AC+CBF+AER,4,2000,0.0,0,0.0,0,0.0,0,1.6525234050899396,3.365317879237886,1.6525234050899396,6.772015510732712,10.22455367024614,4.244932557085244,1
0.8,Full,Full,0,2000,0.0,0,0.0,0,0.0,0,4.722497142004711,4.801838380937454,4.722497142004711,6.739943570497999,2.077762721269707,4.834724368776941,1
1.0,Full,Full,0,2000,0.0,0,0.0,0,0.0,0,4.652812225429298,4.872782035581454,4.652812225429298,6.737361446067165,2.519689144595146,4.827551539775937,1
1.3,Full,Full,0,2000,0.0,0,0.0,0,0.0,0,4.605618196124847,4.94894157385781,4.605618196124847,6.7350460865156805,2.918879638004244,4.832137193707762,1
1.6,Full,Full,0,2000,0.0,0,0.0,0,0.0,0,4.584105036735334,5.018559736572221,4.584105036735334,6.734582290879643,3.2062811011365597,4.840227112562405,1
2.0,Full,Full,0,2000,0.0,0,0.0,0,0.0,0,4.471402481761643,5.192894190528222,4.471402481761643,6.721244592097249,3.461026464341796,4.780531068021712,1
2.2,Full,Full,0,2000,0.0,0,0.0,0,0.0,0,4.416792928337157,5.287271822916541,4.416792928337157,6.718739712629586,3.574299492858294,4.783470742070815,1
2.6,Full,Full,0,2000,0.0,0,0.0,0,0.0,0,3.75352453685813,5.955492034077824,3.75352453685813,6.672743470230245,4.0574360280157,4.891436400449964,1
