configuration_order,configuration,perturbed_component,perturbation_percent,weight_td,weight_safety,weight_uncertainty,weight_novelty,evaluation,method,seed,training_epochs,training_episode_ids,evaluation_episode_id,stress,disturbance_stress,posthoc_descriptive_only,short,label,episode_id,cost,sensor_stream_hash,sensor_hold_fraction,sensor_observable_jump_mean,sensor_hidden_event_count,violation_rate,violation_count,known_static_violation_rate,known_static_violation_count,uncertain_true_violation_rate,uncertain_true_violation_count,min_clearance_cm,min_known_static_clearance_cm,min_uncertain_true_clearance_cm,mean_clearance_cm,goal_error_cm,reached,first_reach_step,path_length_m,mean_cbf_correction,cbf_intervention_rate,raw_sensor_rmse_cm,belief_center_rmse_cm,runtime_ms_per_episode,obs1_belief_rmse_cm,obs2_belief_rmse_cm,violation_rate_pct,cbf_intervention_pct
1,td_minus20,td,-20,0.14937759336099582,0.4045643153526971,0.31120331950207464,0.13485477178423236,exploratory_extreme,Full,3,10,0-9,1001,6,1,True,Full,actor-critic + CBF + online uncertainty estimation + adaptive replay,1001,8.3694711724792885,9cd8996272aa3ca8c9b31c986e40de9c6859295fab3e61fc583f3256561c5903,0.17321428571428577,0.30534112087765553,102,0,0,0,0,0,0,2.4071471832366491,2.4071471832366491,7.1708843027340148,13.362178243880285,4.7241164341792512,1,189,4.4084080782350306,0.10349605037319305,0.34999999999999998,13.999210472268727,2.6145180395767724,190.55050000315532,2.133706320811112,3.0197196053732287,0,35
1,td_minus20,td,-20,0.14937759336099582,0.4045643153526971,0.31120331950207464,0.13485477178423236,exploratory_extreme,Full,4,10,0-9,1001,6,1,True,Full,actor-critic + CBF + online uncertainty estimation + adaptive replay,1001,7.5301537627350115,9129723395e79e9e894db5a6f1d857714ef1f264d2b4322fe2b8189179f5b62c,0.13214285714285712,0.32037904141502532,105,0,0,0,0,0,0,2.7321105061656219,2.7321105061656219,7.0175039450266068,14.192863239628853,4.9888642794680127,1,171,4.3966429589181919,0.075647153184111623,0.27857142857142858,17.497046383388739,3.9695369070017197,190.40700001642108,4.0165567307285519,3.9219534088176933,0,27.857142857142858
1,td_minus20,td,-20,0.14937759336099582,0.4045643153526971,0.31120331950207464,0.13485477178423236,moderate,Full,0,10,0-9,1001,2.2000000000000002,1,True,Full,actor-critic + CBF + online uncertainty estimation + adaptive replay,1001,6.7275971126521386,919d0407e563ea0029f2f89be5f8842c5b235027d56d34aaaa2e6162b26bd2b0,0.082142857142857184,0.19221087402784509,115,0,0,0,0,0,0,3.465414278437251,5.1234443251582471,3.465414278437251,14.781217758792566,5.2311064982051851,1,157,4.3443452317082567,0.040747048212418778,0.18928571428571428,6.2360390816550977,3.6731762817645985,208.08169999509118,3.7734344558260386,3.5701036961719819,0,18.928571428571427
1,td_minus20,td,-20,0.14937759336099582,0.4045643153526971,0.31120331950207464,0.13485477178423236,moderate,Full,1,10,0-9,1001,2.2000000000000002,1,True,Full,actor-critic + CBF + online uncertainty estimation + adaptive replay,1001,6.90651256390806,548fc84d998080b345581df7cd8a791dc6e29113a6e9f3dab1fb2daee5efbebc,0.057142857142857162,0.19320578384570397,98,0,0,0,0,0,0,3.6696195429367693,5.2240117981917109,3.6696195429367693,14.327615133879526,4.24731049927275,1,163,4.3496186763265099,0.049863344535094077,0.25,6.1211589281923811,3.6269096380090513,213.0503999942448,3.2831906362876415,3.9407621458747091,0,25
1,td_minus20,td,-20,0.14937759336099582,0.4045643153526971,0.31120331950207464,0.13485477178423236,moderate,Full,2,10,0-9,1001,2.2000000000000002,1,True,Full,actor-critic + CBF + online uncertainty estimation + adaptive replay,1001,6.8895082881494725,8e1029a16f14a94846951373cb2afde3d63eff7f641e6be3f1903e0527a0d318,0.0625,0.19749822277187395,102,0,0,0,0,0,0,4.1445748749349214,4.1445748749349214,5.0957041889334862,14.412598984170488,3.5370755912670062,1,158,4.3323343912752756,0.044669890347250413,0.18571428571428572,6.1424837488873107,3.4532906629251889,196.41330000013113,3.9409535905989714,2.8843227284819659,0,18.571428571428573
1,td_minus20,td,-20,0.14937759336099582,0.4045643153526971,0.31120331950207464,0.13485477178423236,moderate,Full,3,10,0-9,1001,2.2000000000000002,1,True,Full,actor-critic + CBF + online uncertainty estimation + adaptive replay,1001,7.4690194422816223,b5bc777e80af2240cb24b947317bb3ab60d0fa04a4801a82412f2c22a8c37ea0,0.064285714285714279,0.19533851428819332,105,0,0,0,0,0,0,3.3653802788064882,3.3653802788064882,6.5003718642696331,14.037559081311898,4.4213405418807472,1,172,4.4168511958848793,0.06125112501706572,0.26428571428571429,5.0922953048920592,3.2084417925736206,191.20729999849573,3.1731162400148061,3.2433826169633999,0,26.428571428571431
1,td_minus20,td,-20,0.14937759336099582,0.4045643153526971,0.31120331950207464,0.13485477178423236,moderate,Full,4,10,0-9,1001,2.2000000000000002,1,True,Full,actor-critic + CBF + online uncertainty estimation + adaptive replay,1001,6.8577247552020166,fb6c84dbaf5cd6dac320f65454aa46cc52161533e0103ae360110483137d2486,0.074999999999999956,0.19546318535899598,108,0,0,0,0,0,0,4.1509550658272971,4.8995676104427375,4.1509550658272971,14.665660723850248,4.8782061080407262,1,159,4.3359230742575425,0.043039518863125702,0.20000000000000001,6.4519625589913181,3.253280302363927,191.25319999875501,2.9819649492804534,3.5036481690890522,0,20
2,td_plus20,td,20,0.20849420849420849,0.37644787644787647,0.28957528957528955,0.12548262548262548,exploratory_extreme,Full,0,10,0-9,1001,6,1,True,Full,actor-critic + CBF + online uncertainty estimation + adaptive replay,1001,7.671078376017908,4b2b7a53999e0e21acc8e7d4f9d977def8dcb7227d8607a11766c0fb7e132fdb,0.14464285714285718,0.29707338551337847,102,0,0,0,0,0,0,2.5859187847468683,2.5859187847468683,7.145397320108021,14.433382575972889,5.2585786370785543,1,176,4.4361516021498826,0.077374594850837447,0.29999999999999999,17.033498679676352,2.9562882400044201,197.77740002609789,3.4865162634398912,2.3072677912947173,0,30
2,td_plus20,td,20,0.20849420849420849,0.37644787644787647,0.28957528957528955,0.12548262548262548,exploratory_extreme,Full,1,10,0-9,1001,6,1,True,Full,actor-critic + CBF + online uncertainty estimation + adaptive replay,1001,7.519933004511393,f20dbe1a3f65da6f77a7c5fac2cbc471528df01f2a29fbaa882d666d1df876a1,0.13214285714285712,0.3143754537926603,106,0,0,0,0,0,0,2.8468008488324292,2.8468008488324292,6.8719015116683826,14.24588940673814,4.4385965991912082,1,173,4.4020196437870522,0.072013025481471579,0.29642857142857143,17.137587195985315,3.8793627479352542,193.59359997906722,3.6302471983580311,4.1134190084343709,0,29.642857142857142
2,td_plus20,td,20,0.20849420849420849,0.37644787644787647,0.28957528957528955,0.12548262548262548,exploratory_extreme,Full,2,10,0-9,1001,6,1,True,Full,actor-critic + CBF + online uncertainty estimation + adaptive replay,1001,7.1835554483081721,d3065e68e7cb4fb92529011bc8a9d1f295ea72b8472b0014248bd205efc7ac7b,0.1160714285714286,0.30762553614912591,104,0,0,0,0,0,0,2.8520755852065398,2.8520755852065398,6.76496919624556,14.141197559758925,3.9970634526958473,1,163,4.3460108095060761,0.058069347429985513,0.20714285714285716,17.872855851595784,3.9867949098709015,198.27160000568256,4.7007212433735397,3.1132438225814845,0,20.714285714285715
2,td_plus20,td,20,0.20849420849420849,0.37644787644787647,0.28957528957528955,0.12548262548262548,exploratory_extreme,Full,3,10,0-9,1001,6,1,True,Full,actor-critic + CBF + online uncertainty estimation + adaptive replay,1001,8.3755660200607416,9cd8996272aa3ca8c9b31c986e40de9c6859295fab3e61fc583f3256561c5903,0.17321428571428577,0.30534112087765553,102,0,0,0,0,0,0,2.3982024914198901,2.3982024914198901,7.171523074996319,13.355986513807256,4.7133969311965114,1,189,4.4082178716148075,0.10441602532480854,0.34642857142857142,13.999210472268727,2.7034412315724046,203.07669998146594,2.1969914526036289,3.1289642922727707,0,34.642857142857139
2,td_plus20,td,20,0.20849420849420849,0.37644787644787647,0.28957528957528955,0.12548262548262548,exploratory_extreme,Full,4,10,0-9,1001,6,1,True,Full,actor-critic + CBF + online uncertainty estimation + adaptive replay,1001,7.5551954911315633,9129723395e79e9e894db5a6f1d857714ef1f264d2b4322fe2b8189179f5b62c,0.13214285714285712,0.32037904141502532,105,0,0,0,0,0,0,2.7274889108005378,2.7274889108005378,6.9779523746193259,14.172388905261149,4.9644592557294143,1,170,4.4048719970792316,0.076558682198918857,0.25714285714285712,17.497046383388739,3.9743894780169322,193.28020000830293,3.9703083708976945,3.9784663987424964,0,25.714285714285712
2,td_plus20,td,20,0.20849420849420849,0.37644787644787647,0.28957528957528955,0.12548262548262548,moderate,Full,0,10,0-9,1001,2.2000000000000002,1,True,Full,actor-critic + CBF + online uncertainty estimation + adaptive replay,1001,6.7584419478947595,919d0407e563ea0029f2f89be5f8842c5b235027d56d34aaaa2e6162b26bd2b0,0.082142857142857184,0.19221087402784509,115,0,0,0,0,0,0,3.5586667671744507,5.1016605787382128,3.5586667671744507,14.775388871173714,5.2550688356086788,1,158,4.3491529806692011,0.040838758466703505,0.19285714285714287,6.2360390816550977,3.6371179675693055,193.8666999922134,3.7422045396095975,3.5289034279441918,0,19.285714285714288
2,td_plus20,td,20,0.20849420849420849,0.37644787644787647,0.28957528957528955,0.12548262548262548,moderate,Full,1,10,0-9,1001,2.2000000000000002,1,True,Full,actor-critic + CBF + online uncertainty estimation + adaptive replay,1001,6.9442616475210217,548fc84d998080b345581df7cd8a791dc6e29113a6e9f3dab1fb2daee5efbebc,0.057142857142857162,0.19320578384570397,98,0,0,0,0,0,0,3.6166040440177181,5.2544402808445021,3.6166040440177181,14.323709773388007,4.2539264050068768,1,163,4.3509010023033046,0.048275766752903383,0.23571428571428571,6.1211589281923811,3.6589194894819146,196.55449999845587,3.2981079942538924,3.9872129764109356,0,23.571428571428569
2,td_plus20,td,20,0.20849420849420849,0.37644787644787647,0.28957528957528955,0.12548262548262548,moderate,Full,2,10,0-9,1001,2.2000000000000002,1,True,Full,actor-critic + CBF + online uncertainty estimation + adaptive replay,1001,6.8999747096486423,8e1029a16f14a94846951373cb2afde3d63eff7f641e6be3f1903e0527a0d318,0.0625,0.19749822277187395,102,0,0,0,0,0,0,4.105550236597602,4.105550236597602,5.1085262928174364,14.380305999651791,3.5328620010021572,1,159,4.3372402668101815,0.044143649501909084,0.17857142857142858,6.1424837488873107,3.4103234075053486,202.2428999771364,3.868625430876361,2.8799911046971092,0,17.857142857142858
2,td_plus20,td,20,0.20849420849420849,0.37644787644787647,0.28957528957528955,0.12548262548262548,moderate,Full,3,10,0-9,1001,2.2000000000000002,1,True,Full,actor-critic + CBF + online uncertainty estimation + adaptive replay,1001,7.457596484103922,b5bc777e80af2240cb24b947317bb3ab60d0fa04a4801a82412f2c22a8c37ea0,0.064285714285714279,0.19533851428819332,105,0,0,0,0,0,0,3.4065224585276019,3.4065224585276019,6.5188428382861456,14.016629996852592,4.4435924469526604,1,172,4.4106843893849437,0.06187670695442625,0.26785714285714285,5.0922953048920592,3.2323647129811444,200.3199000027962,3.186118923787562,3.2779581264766233,0,26.785714285714285
