step,time,stress,sensor_stream_hash,sensor_valid_fraction,sensor_observable_jump_score,sensor_hidden_event,obs1_true_x,obs1_true_y,obs1_raw_x,obs1_raw_y,obs1_valid,obs1_jump_score,obs1_hidden_event,obs1_reported_sigma,obs1_raw_error,obs2_true_x,obs2_true_y,obs2_raw_x,obs2_raw_y,obs2_valid,obs2_jump_score,obs2_hidden_event,obs2_reported_sigma,obs2_raw_error
78,4.29,6.0,4b2b7a53999e0e21acc8e7d4f9d977def8dcb7227d8607a11766c0fb7e132fdb,1.0,0.5344890289436438,1,0.82,1.6,0.5158692348671684,1.4948476939164352,1,0.2887813154635638,1,0.01,0.32179578893294,1.82,0.92,1.7382710642628545,0.9631913026508706,1,0.7801967424237238,0,0.01,0.0924397509808716
79,4.345,6.0,4b2b7a53999e0e21acc8e7d4f9d977def8dcb7227d8607a11766c0fb7e132fdb,1.0,0.3132036306720473,1,0.82,1.6,0.5334022224692072,1.504161196377659,1,0.3970627065582813,1,0.01,0.3021975551941998,1.82,0.92,1.7411020622519997,0.9520790228483182,1,0.2293445547858133,0,0.01,0.0851701138181126
80,4.4,6.0,4b2b7a53999e0e21acc8e7d4f9d977def8dcb7227d8607a11766c0fb7e132fdb,1.0,0.2729391341909968,1,0.82,1.6,0.5415504951977406,1.503001270173073,1,0.1646083561167486,1,0.01,0.2948607812386392,1.82,0.92,1.7505604378594144,0.9686306389587146,1,0.3812699122652451,0,0.01,0.084774948161642
81,4.455,6.0,4b2b7a53999e0e21acc8e7d4f9d977def8dcb7227d8607a11766c0fb7e132fdb,1.0,0.2564253761549158,1,0.82,1.6,0.534588637475203,1.5001749600385326,1,0.150273739456316,1,0.01,0.3023651508715408,1.82,0.92,1.732449804358405,0.9678181244563466,1,0.3625770128535155,0,0.01,0.0997577555050445
82,4.51,6.0,4b2b7a53999e0e21acc8e7d4f9d977def8dcb7227d8607a11766c0fb7e132fdb,1.0,0.2584325142712663,1,0.82,1.6,0.5566874535858406,1.5123357660584371,1,0.5044771061388301,1,0.01,0.2775220982402481,1.82,0.92,1.7326859621541162,0.9672455154717636,1,0.0123879224037025,0,0.01,0.0992767844823002
83,4.565,6.0,4b2b7a53999e0e21acc8e7d4f9d977def8dcb7227d8607a11766c0fb7e132fdb,1.0,0.3790856884736401,1,0.82,1.6,0.5852191123902606,1.5069567886583486,1,0.5806854404933879,1,0.01,0.252545252110556,1.82,0.92,1.739765074070069,0.972597087070715,1,0.1774859364538923,0,0.01,0.0959379846948324
84,4.62,6.0,4b2b7a53999e0e21acc8e7d4f9d977def8dcb7227d8607a11766c0fb7e132fdb,1.0,0.1975288700070557,1,0.82,1.6,0.5825702033169613,1.525222578595678,1,0.3691372651539022,1,0.01,0.2489268388599924,1.82,0.92,1.7384691765437854,0.9726151741882022,1,0.0259204748602092,0,0.01,0.0970341781451427
85,4.675,6.0,4b2b7a53999e0e21acc8e7d4f9d977def8dcb7227d8607a11766c0fb7e132fdb,0.5,0.2844130911494356,1,0.82,1.6,0.5825702033169613,1.525222578595678,0,0.0,1,0.01,0.2489268388599924,1.82,0.92,1.7181065874516674,0.9924714837556252,1,0.5688261822988713,0,0.01,0.1250375282804588
86,4.73,6.0,4b2b7a53999e0e21acc8e7d4f9d977def8dcb7227d8607a11766c0fb7e132fdb,0.5,0.1028083444270503,1,0.82,1.6,0.5825702033169613,1.525222578595678,0,0.0,1,0.01,0.2489268388599924,1.82,0.92,1.7140900745026926,0.9830077011836812,1,0.2056166888541006,0,0.01,0.1232350710118564
87,4.785,6.0,4b2b7a53999e0e21acc8e7d4f9d977def8dcb7227d8607a11766c0fb7e132fdb,0.5,0.0855346750286745,1,0.82,1.6,0.5825702033169613,1.525222578595678,0,0.0,1,0.01,0.2489268388599924,1.82,0.92,1.7058076185865907,0.985143756033267,1,0.171069350057349,0,0.01,0.1314671400882645
88,4.84,6.0,4b2b7a53999e0e21acc8e7d4f9d977def8dcb7227d8607a11766c0fb7e132fdb,1.0,0.3844081615001493,1,0.82,1.6,0.5831872439411597,1.5388899770745286,1,0.2736264024626241,1,0.01,0.2445704731445221,1.82,0.92,1.6810588682705354,0.985873140224777,1,0.4951899205376745,0,0.01,0.1537657591576797
89,4.8950000000000005,6.0,4b2b7a53999e0e21acc8e7d4f9d977def8dcb7227d8607a11766c0fb7e132fdb,1.0,0.3057480923623935,1,0.82,1.6,0.591343965580339,1.5384742627019,1,0.1633461678015921,1,0.01,0.2367889322299503,1.82,0.92,1.6981218240115683,1.0003973144026848,1,0.4481500169231948,0,0.01,0.1460069106084752
90,4.95,6.0,4b2b7a53999e0e21acc8e7d4f9d977def8dcb7227d8607a11766c0fb7e132fdb,1.0,0.1740863313731369,1,0.82,1.6,0.588557782598433,1.5429286611021658,1,0.1050799328453365,1,0.01,0.238374993905287,1.82,0.92,1.6908427878688954,0.9906633110556344,1,0.2430927299009372,0,0.01,0.1472239415816072
91,5.005,6.0,4b2b7a53999e0e21acc8e7d4f9d977def8dcb7227d8607a11766c0fb7e132fdb,1.0,0.3334978522596619,1,0.82,1.6,0.6146526510316291,1.55144712453366,1,0.549001412668317,1,0.01,0.2110092781002479,1.82,0.92,1.692660439351487,0.9962760443791928,1,0.1179942918510068,0,0.01,0.1484365138781322
92,5.06,6.0,4b2b7a53999e0e21acc8e7d4f9d977def8dcb7227d8607a11766c0fb7e132fdb,1.0,0.2406075465858226,1,0.82,1.6,0.6060782828391874,1.561512889938259,1,0.2644537185066479,1,0.01,0.2173562943968617,1.82,0.92,1.7021747803686829,0.9910855676308438,1,0.2167613746649973,0,0.01,0.13760792239754
93,5.115,6.0,4b2b7a53999e0e21acc8e7d4f9d977def8dcb7227d8607a11766c0fb7e132fdb,1.0,0.2820385133747351,1,0.82,1.6,0.6155541462920002,1.5627216452399333,1,0.1910529534507944,1,0.01,0.2078167048916189,1.82,0.92,1.685660287145783,0.9824172972300292,1,0.3730240732986759,0,0.01,0.1481319595605731
94,5.17,6.0,4b2b7a53999e0e21acc8e7d4f9d977def8dcb7227d8607a11766c0fb7e132fdb,1.0,0.63480603724547,0,0.82,1.6,0.6823228776214472,1.6463484406330398,1,1.0,0,0.01,0.1452692946756244,1.82,0.92,1.698978342158415,0.984504421437828,1,0.26961207449094,0,0.01,0.1371388422430151
95,5.225,6.0,4b2b7a53999e0e21acc8e7d4f9d977def8dcb7227d8607a11766c0fb7e132fdb,1.0,0.4494551965605172,0,0.82,1.6,0.7049257131875108,1.6404644028522088,1,0.4671231427504995,0,0.01,0.1219813894968771,1.82,0.92,1.7055578103089022,1.0050667941806095,1,0.4317872503705349,0,0.01,0.1425951410583805
96,5.28,6.0,4b2b7a53999e0e21acc8e7d4f9d977def8dcb7227d8607a11766c0fb7e132fdb,1.0,0.3915605477576986,0,0.82,1.6,0.7132225020204942,1.6558363383892571,1,0.3493611925181648,0,0.01,0.1204953557589792,1.82,0.92,1.691148034589246,1.021275665126164,1,0.4337599029972325,0,0.01,0.1638889542860074
97,5.335,6.0,4b2b7a53999e0e21acc8e7d4f9d977def8dcb7227d8607a11766c0fb7e132fdb,1.0,0.3988253320721936,0,0.82,1.6,0.7298618580621106,1.6455909463600809,1,0.3908126033337125,0,0.01,0.1010119746466865,1.82,0.92,1.7089656732140182,1.011461146638357,1,0.4068380608106747,0,0.01,0.1438532692336856
98,5.39,6.0,4b2b7a53999e0e21acc8e7d4f9d977def8dcb7227d8607a11766c0fb7e132fdb,1.0,0.0746749424335924,0,0.82,1.6,0.7241953365492068,1.6470811900303144,1,0.1171841153960259,0,0.01,0.1067481709144953,1.82,0.92,1.709677782705217,1.0129031909811994,1,0.032165769471159,0,0.01,0.1442289656183061
99,5.445,6.0,4b2b7a53999e0e21acc8e7d4f9d977def8dcb7227d8607a11766c0fb7e132fdb,1.0,0.1317215684671238,0,0.82,1.6,0.72558782672686,1.6482976157842797,1,0.0369795646798102,0,0.01,0.1060486593625931,1.82,0.92,1.716956370757413,1.004229291635344,1,0.2264635722544374,0,0.01,0.1330885535907411
100,5.5,6.0,4b2b7a53999e0e21acc8e7d4f9d977def8dcb7227d8607a11766c0fb7e132fdb,1.0,0.1112169197272457,0,0.82,1.6,0.7272294025094339,1.6544528896589603,1,0.1274082689973642,0,0.01,0.1075709112677193,1.82,0.92,1.7211549339162184,1.0064534128108371,1,0.0950255704571273,0,0.01,0.1313184666212188
101,5.555,6.0,4b2b7a53999e0e21acc8e7d4f9d977def8dcb7227d8607a11766c0fb7e132fdb,1.0,0.373525732502971,0,0.82,1.6,0.7190685966997541,1.642962781400569,1,0.2818661662937659,0,0.01,0.1096947982259411,1.82,0.92,1.7396966554006486,0.9924106933541698,1,0.465185298712176,0,0.01,0.1081292544405712
102,5.61,6.0,4b2b7a53999e0e21acc8e7d4f9d977def8dcb7227d8607a11766c0fb7e132fdb,1.0,0.1717008637238154,0,0.82,1.6,0.7168384241191389,1.6428627594948528,1,0.0446482883029167,0,0.01,0.1117118028219768,1.82,0.92,1.7407098717543892,1.0073139626640393,1,0.2987534391447141,0,0.01,0.1179434292926174
103,5.665,6.0,4b2b7a53999e0e21acc8e7d4f9d977def8dcb7227d8607a11766c0fb7e132fdb,1.0,0.1715520201827972,0,0.82,1.6,0.7206078776501094,1.640045548096392,1,0.0941179259987452,0,0.01,0.1071561473157562,1.82,0.92,1.7306455209012288,1.014641585387218,1,0.2489861143668491,0,0.01,0.1301585672156036
104,5.72,6.0,4b2b7a53999e0e21acc8e7d4f9d977def8dcb7227d8607a11766c0fb7e132fdb,1.0,0.4352268824061648,0,0.82,1.6,0.7335578362189227,1.6219833235192582,1,0.4444976416624941,0,0.01,0.0891936891943984,1.82,0.92,1.7193170247121148,1.032676599144222,1,0.4259561231498355,0,0.01,0.1511061795808781
105,5.775,6.0,4b2b7a53999e0e21acc8e7d4f9d977def8dcb7227d8607a11766c0fb7e132fdb,0.5,0.1566584926577373,0,0.82,1.6,0.7335578362189227,1.6219833235192582,0,0.0,0,0.01,0.0891936891943984,1.82,0.92,1.729210719317522,1.0205302564735708,1,0.3133169853154747,0,0.01,0.1354585765224325
106,5.83,6.0,4b2b7a53999e0e21acc8e7d4f9d977def8dcb7227d8607a11766c0fb7e132fdb,0.5,0.1144367597493865,0,0.82,1.6,0.7335578362189227,1.6219833235192582,0,0.0,0,0.01,0.0891936891943984,1.82,0.92,1.738234899507679,1.0275674357177682,1,0.2288735194987731,0,0.01,0.1351158202632672
107,5.885,6.0,4b2b7a53999e0e21acc8e7d4f9d977def8dcb7227d8607a11766c0fb7e132fdb,1.0,0.5046041494231097,0,0.82,1.6,0.7572906985742235,1.6324335890499004,1,0.5186354423818653,0,0.01,0.0706002420956664,1.82,0.92,1.7470801541368153,1.0046891536735514,1,0.4905728564643541,0,0.01,0.1117566851273471
108,5.94,6.0,4b2b7a53999e0e21acc8e7d4f9d977def8dcb7227d8607a11766c0fb7e132fdb,1.0,0.364963232775691,0,0.82,1.6,0.756870026048381,1.6205516988000983,1,0.2377866954077425,0,0.01,0.0663910079355785,1.82,0.92,1.767793608437898,1.017972853997992,1,0.4921397701436396,0,0.01,0.1110143569113804
109,5.995,6.0,4b2b7a53999e0e21acc8e7d4f9d977def8dcb7227d8607a11766c0fb7e132fdb,1.0,0.4263162282895137,0,0.82,1.6,0.7458708433539838,1.6467065090148003,1,0.5674702167732847,0,0.01,0.0876163788877354,1.82,0.92,1.7744612183866524,1.0305758986737377,1,0.2851622398057428,0,0.01,0.1195859941562257
110,6.05,6.0,4b2b7a53999e0e21acc8e7d4f9d977def8dcb7227d8607a11766c0fb7e132fdb,1.0,0.1720411543777409,0,0.82,1.6,0.736776222377912,1.6398443026310117,1,0.2278613676357758,0,0.01,0.0922700688947525,1.82,0.92,1.7798166263465405,1.028320267172352,1,0.116220941119706,0,0.01,0.1155334747961095
111,6.105,6.0,4b2b7a53999e0e21acc8e7d4f9d977def8dcb7227d8607a11766c0fb7e132fdb,1.0,0.5025244581908205,0,0.82,1.6,0.7509616826109269,1.662231467601048,1,0.5300612935946465,0,0.01,0.0929464621580331,1.82,0.92,1.794459950891882,1.047018025079703,1,0.4749876227869944,0,0.01,0.129560305663398
112,6.16,6.0,4b2b7a53999e0e21acc8e7d4f9d977def8dcb7227d8607a11766c0fb7e132fdb,0.5,0.1342029148563356,0,0.82,1.6,0.741347436867005,1.6528682148363916,1,0.2684058297126712,0,0.01,0.0947695828173607,1.82,0.92,1.794459950891882,1.047018025079703,0,0.0,0,0.01,0.129560305663398
113,6.215,6.0,4b2b7a53999e0e21acc8e7d4f9d977def8dcb7227d8607a11766c0fb7e132fdb,0.5,0.181143708777003,0,0.82,1.6,0.7234369181615172,1.6555781506281124,1,0.3622874175540061,0,0.01,0.1114152574892086,1.82,0.92,1.794459950891882,1.047018025079703,0,0.0,0,0.01,0.129560305663398
114,6.2700000000000005,6.0,4b2b7a53999e0e21acc8e7d4f9d977def8dcb7227d8607a11766c0fb7e132fdb,0.5,0.1177247953852489,0,0.82,1.6,0.7330803325434906,1.6623306193279686,1,0.2354495907704979,0,0.01,0.1069585653258227,1.82,0.92,1.794459950891882,1.047018025079703,0,0.0,0,0.01,0.129560305663398
115,6.325,6.0,4b2b7a53999e0e21acc8e7d4f9d977def8dcb7227d8607a11766c0fb7e132fdb,0.5,0.2117728385917155,0,0.82,1.6,0.7330803325434906,1.6623306193279686,0,0.0,0,0.01,0.1069585653258227,1.82,0.92,1.80456991278784,1.0284098004971638,1,0.423545677183431,0,0.01,0.1095023855229178
116,6.38,6.0,4b2b7a53999e0e21acc8e7d4f9d977def8dcb7227d8607a11766c0fb7e132fdb,0.5,0.189551217096603,0,0.82,1.6,0.7330803325434906,1.6623306193279686,0,0.0,0,0.01,0.1069585653258227,1.82,0.92,1.7943744769531402,1.0443894665502629,1,0.379102434193206,0,0.01,0.1270016016437749
117,6.435,6.0,4b2b7a53999e0e21acc8e7d4f9d977def8dcb7227d8607a11766c0fb7e132fdb,1.0,0.8464471672540628,0,0.82,1.6,0.7585602818624215,1.697772949642192,1,0.8730146838164443,0,0.01,0.1154746233878235,1.82,0.92,1.8303385368939773,1.024714787477464,1,0.8198796506916811,0,0.01,0.1052239139243479
118,6.49,6.0,4b2b7a53999e0e21acc8e7d4f9d977def8dcb7227d8607a11766c0fb7e132fdb,1.0,0.1298791143966962,0,0.82,1.6,0.7647191623765446,1.6984008118950364,1,0.1238160251272693,0,0.01,0.112865808772866,1.82,0.92,1.832518727068512,1.0311527590249991,1,0.135942203666123,0,0.01,0.1118555066426566
119,6.545,6.0,4b2b7a53999e0e21acc8e7d4f9d977def8dcb7227d8607a11766c0fb7e132fdb,1.0,0.5655152744055516,0,0.82,1.6,0.7437133794442795,1.6765849684001983,1,0.6056975958310249,0,0.01,0.1080967430622765,1.82,0.92,1.80718412652965,1.0242177179830692,1,0.5253329529800784,0,0.01,0.1050027587942647
120,6.6,6.0,4b2b7a53999e0e21acc8e7d4f9d977def8dcb7227d8607a11766c0fb7e132fdb,1.0,0.460250287040981,0,0.82,1.6,0.7591323200905159,1.6983111280998766,1,0.5328300839660183,0,0.01,0.1156285101773508,1.82,0.92,1.8108988056900872,1.043241970425724,1,0.3876704901159438,0,0.01,0.1235775667841124
121,6.655,6.0,4b2b7a53999e0e21acc8e7d4f9d977def8dcb7227d8607a11766c0fb7e132fdb,1.0,0.4375636149630779,0,0.82,1.6,0.7923281644848872,1.682800597231594,1,0.732813933511436,0,0.01,0.0873021728405662,1.82,0.92,1.80531866204898,1.0388266920895743,1,0.1423132964147199,0,0.01,0.1197302152214826
122,6.71,6.0,4b2b7a53999e0e21acc8e7d4f9d977def8dcb7227d8607a11766c0fb7e132fdb,1.0,0.3842867110807434,0,0.82,1.6,0.7699657893565072,1.6785178390863391,1,0.4553758178529618,0,0.01,0.0931046362406602,1.82,0.92,1.804589224763085,1.0544695744840515,1,0.313197604308525,0,0.01,0.1353497634106709
123,6.765,6.0,4b2b7a53999e0e21acc8e7d4f9d977def8dcb7227d8607a11766c0fb7e132fdb,1.0,0.1641612857612569,0,0.82,1.6,0.7643036827703816,1.6849323138455328,1,0.1711197679158966,0,0.01,0.1015656324161787,1.82,0.92,1.8012685938199249,1.0615938438356256,1,0.1572028036066172,0,0.01,0.1428274560076965
124,6.82,6.0,4b2b7a53999e0e21acc8e7d4f9d977def8dcb7227d8607a11766c0fb7e132fdb,1.0,0.223793409488501,0,0.82,1.6,0.7657815677292955,1.6856785028687695,1,0.0331115811170848,0,0.01,0.1013925256206133,1.82,0.92,1.815964634056968,1.0469821804002464,1,0.4144752378599172,0,0.01,0.1270462841546139
125,6.875,6.0,4b2b7a53999e0e21acc8e7d4f9d977def8dcb7227d8607a11766c0fb7e132fdb,1.0,0.445754073210489,0,0.82,1.6,0.7828830464592121,1.7053944381519286,1,0.521987999417419,0,0.01,0.1117392313984201,1.82,0.92,1.8150571104550413,1.0654358859499666,1,0.369520147003559,0,0.01,0.1455198580232449
126,6.93,6.0,4b2b7a53999e0e21acc8e7d4f9d977def8dcb7227d8607a11766c0fb7e132fdb,1.0,0.2587489079059227,0,0.82,1.6,0.7773176153540962,1.7052514975860382,1,0.1113453283998382,0,0.01,0.1135766864420893,1.82,0.92,1.813401900251134,1.0451958294589812,1,0.4061524874120072,0,0.01,0.1253695761906303
127,6.985,6.0,4b2b7a53999e0e21acc8e7d4f9d977def8dcb7227d8607a11766c0fb7e132fdb,1.0,0.4177053006046208,0,0.82,1.6,0.7920065427877186,1.6996783064505532,1,0.314213334270127,0,0.01,0.1035345276878501,1.82,0.92,1.7992713489445575,1.0232996197999051,1,0.5211972669391147,0,0.01,0.1053588554673181
128,7.04,6.0,4b2b7a53999e0e21acc8e7d4f9d977def8dcb7227d8607a11766c0fb7e132fdb,1.0,0.4364870240371836,0,0.82,1.6,0.78885811315789,1.7150375201511128,1,0.3135717172408509,0,0.01,0.1191782201520245,1.82,0.92,1.7961338855305038,1.0510932115555671,1,0.5594023308335164,0,0.01,0.1332479701001999
129,7.095,6.0,4b2b7a53999e0e21acc8e7d4f9d977def8dcb7227d8607a11766c0fb7e132fdb,0.5,0.2305799670313547,0,0.82,1.6,0.78885811315789,1.7150375201511128,0,0.0,0,0.01,0.1191782201520245,1.82,0.92,1.8009112163809202,1.028535544967299,1,0.4611599340627095,0,0.01,0.1102013891990687
130,7.15,6.0,4b2b7a53999e0e21acc8e7d4f9d977def8dcb7227d8607a11766c0fb7e132fdb,0.5,0.0840191180073447,0,0.82,1.6,0.78885811315789,1.7150375201511128,0,0.0,0,0.01,0.1191782201520245,1.82,0.92,1.8090764776988613,1.0305156029253035,1,0.1680382360146894,0,0.01,0.1110541391817829
131,7.205,6.0,4b2b7a53999e0e21acc8e7d4f9d977def8dcb7227d8607a11766c0fb7e132fdb,0.0,0.0,0,0.82,1.6,0.78885811315789,1.7150375201511128,0,0.0,0,0.01,0.1191782201520245,1.82,0.92,1.8090764776988613,1.0305156029253035,0,0.0,0,0.01,0.1110541391817829
132,7.26,6.0,4b2b7a53999e0e21acc8e7d4f9d977def8dcb7227d8607a11766c0fb7e132fdb,0.5,0.2041733668663682,0,0.82,1.6,0.8089105728312243,1.7111947999655164,1,0.4083467337327365,0,0.01,0.1117464045699134,1.82,0.92,1.8090764776988613,1.0305156029253035,0,0.0,0,0.01,0.1110541391817829
133,7.315,6.0,4b2b7a53999e0e21acc8e7d4f9d977def8dcb7227d8607a11766c0fb7e132fdb,1.0,0.6712617180063262,1,0.82,1.6,0.8236066945203336,1.7199885345443895,1,0.3425234360126523,0,0.01,0.1200427285072827,1.82,0.92,1.8127351502808,1.328252097940586,1,1.0,1,0.01,0.40831673185694
134,7.37,6.0,4b2b7a53999e0e21acc8e7d4f9d977def8dcb7227d8607a11766c0fb7e132fdb,1.0,0.410053389928152,1,0.82,1.6,0.8381526173798298,1.7115182525004715,1,0.3366479168139537,0,0.01,0.1129860086846924,1.82,0.92,1.8070507612687023,1.304757015429672,1,0.4834588630423503,1,0.01,0.3849748611352031
135,7.425,6.0,4b2b7a53999e0e21acc8e7d4f9d977def8dcb7227d8607a11766c0fb7e132fdb,1.0,0.3120801937657124,1,0.82,1.6,0.828054031783107,1.722767516361703,1,0.3023424339876551,0,0.01,0.1230314207899117,1.82,0.92,1.792451143330907,1.2979917996808472,1,0.3218179535437697,1,0.01,0.3789943800767235
136,7.48,6.0,4b2b7a53999e0e21acc8e7d4f9d977def8dcb7227d8607a11766c0fb7e132fdb,1.0,0.3468664269332493,1,0.82,1.6,0.8311501923259776,1.7278302344885594,1,0.1186883733804262,0,0.01,0.1283156094881147,1.82,0.92,1.8149868637549424,1.2801359409416695,1,0.5750444804860725,1,0.01,0.3601708309857328
137,7.535,6.0,4b2b7a53999e0e21acc8e7d4f9d977def8dcb7227d8607a11766c0fb7e132fdb,1.0,0.1384640326361301,1,0.82,1.6,0.8418667459540194,1.7337099710927355,1,0.2444715314282493,0,0.01,0.1354862020585039,1.82,0.92,1.816608611729429,1.280076780311471,1,0.0324565338440108,1,0.01,0.3600927508766
138,7.59,6.0,4b2b7a53999e0e21acc8e7d4f9d977def8dcb7227d8607a11766c0fb7e132fdb,1.0,0.3495557703740365,1,0.82,1.6,0.8397511148336375,1.7448391516273771,1,0.2265696841240499,0,0.01,0.1461796373689233,1.82,0.92,1.7946153238918134,1.271443426053364,1,0.472541856624023,1,0.01,0.3523589980364399
139,7.645,6.0,4b2b7a53999e0e21acc8e7d4f9d977def8dcb7227d8607a11766c0fb7e132fdb,1.0,0.4564454419356976,1,0.82,1.6,0.8453956866941628,1.7223824153078016,1,0.4631052569840198,0,0.01,0.1249895854831084,1.82,0.92,1.8106389017066744,1.2556632888740724,1,0.4497856268873753,1,0.01,0.3357937963378958
140,7.7,6.0,4b2b7a53999e0e21acc8e7d4f9d977def8dcb7227d8607a11766c0fb7e132fdb,1.0,0.2161855571305869,1,0.82,1.6,0.8433781246411378,1.732718691779925,1,0.2106268434421224,0,0.01,0.1347619674073932,1.82,0.92,1.8003572327752455,1.2515143627374472,1,0.2217442708190514,1,0.01,0.3320957858893448
141,7.755,6.0,4b2b7a53999e0e21acc8e7d4f9d977def8dcb7227d8607a11766c0fb7e132fdb,1.0,0.2179729929458037,1,0.82,1.6,0.8499476158936479,1.7224459386814537,1,0.2438751086428992,0,0.01,0.1260550181361127,1.82,0.92,1.79642797971443,1.2427514280063316,1,0.1920708772487082,1,0.01,0.3236110696816003
142,7.81,6.0,4b2b7a53999e0e21acc8e7d4f9d977def8dcb7227d8607a11766c0fb7e132fdb,1.0,0.2975010363362647,1,0.82,1.6,0.849641491005579,1.7133352940663404,1,0.1823157236773427,0,0.01,0.1171473724423115,1.82,0.92,1.7808280954694784,1.2292451824820732,1,0.4126863489951867,1,0.01,0.3117162507680968
143,7.865,6.0,4b2b7a53999e0e21acc8e7d4f9d977def8dcb7227d8607a11766c0fb7e132fdb,1.0,0.0679641496480296,1,0.82,1.6,0.8503603903550585,1.716955459311012,1,0.0738171055336343,0,0.01,0.1208318367201346,1.82,0.92,1.777738103444961,1.2295557469116254,1,0.0621111937624249,1,0.01,0.3124273169017765
144,7.92,6.0,4b2b7a53999e0e21acc8e7d4f9d977def8dcb7227d8607a11766c0fb7e132fdb,1.0,0.4593829679219703,1,0.82,1.6,0.8415624484578748,1.7350178995775472,1,0.401823608071191,0,0.01,0.136728827939945,1.82,0.92,1.7724973355600109,1.2042455162215695,1,0.5169423277727497,1,0.01,0.2881874678416199
145,7.975,6.0,4b2b7a53999e0e21acc8e7d4f9d977def8dcb7227d8607a11766c0fb7e132fdb,1.0,0.1262019898775722,1,0.82,1.6,0.8314918363143805,1.7363359642639784,1,0.2031300307313628,0,0.01,0.1368194337572893,1.82,0.92,1.773258883702434,1.2019024734226076,1,0.0492739490237816,1,0.01,0.2857511793055744
146,8.03,6.0,4b2b7a53999e0e21acc8e7d4f9d977def8dcb7227d8607a11766c0fb7e132fdb,1.0,0.675633572699252,1,0.82,1.6,0.8382854877911085,1.752532192781871,1,0.351267145398504,0,0.01,0.1536243108970859,1.82,0.92,1.771667269493573,1.438278854531447,1,1.0,1,0.01,0.5205276398930571
147,8.085,6.0,4b2b7a53999e0e21acc8e7d4f9d977def8dcb7227d8607a11766c0fb7e132fdb,1.0,0.4191468629240232,1,0.82,1.6,0.8474622180493055,1.7454808992838595,1,0.231458953792504,0,0.01,0.1480502126868723,1.82,0.92,1.7838796364727552,1.4105033402390883,1,0.6068347720555424,1,0.01,0.4918314827733614
148,8.14,6.0,4b2b7a53999e0e21acc8e7d4f9d977def8dcb7227d8607a11766c0fb7e132fdb,1.0,0.4684594930289856,1,0.82,1.6,0.8489919698653425,1.7569854945757728,1,0.2321170854972778,0,0.01,0.1596401573034582,1.82,0.92,1.773421071232887,1.3768509597778442,1,0.7048019005606935,1,0.01,0.4592193332766263
149,8.195,6.0,4b2b7a53999e0e21acc8e7d4f9d977def8dcb7227d8607a11766c0fb7e132fdb,1.0,0.2402444016032329,1,0.82,1.6,0.8397854566102448,1.7445904242484889,1,0.3088026261122816,0,0.01,0.1459378466253146,1.82,0.92,1.7749777974653675,1.3684089835903543,1,0.1716861770941841,1,0.01,0.4506635277960755
150,8.25,6.0,4b2b7a53999e0e21acc8e7d4f9d977def8dcb7227d8607a11766c0fb7e132fdb,1.0,0.3847333492986994,1,0.82,1.6,0.851730281099792,1.7442252565146097,1,0.2390080999129123,0,0.01,0.1476744234976956,1.82,0.92,1.7828613103853357,1.3430847652147269,1,0.5304585986844866,1,0.01,0.4247116678678547
151,8.305,6.0,4b2b7a53999e0e21acc8e7d4f9d977def8dcb7227d8607a11766c0fb7e132fdb,1.0,0.4865819962386525,1,0.82,1.6,0.8237736495453137,1.7472101140244949,1,0.5623104559679348,0,0.01,0.1472584737867251,1.82,0.92,1.793252643319293,1.3253641057740826,1,0.4108535365093703,1,0.01,0.4062455899322804
152,8.36,6.0,4b2b7a53999e0e21acc8e7d4f9d977def8dcb7227d8607a11766c0fb7e132fdb,1.0,0.445941455979287,1,0.82,1.6,0.8414792866393384,1.7218295786909674,1,0.6189220172919159,0,0.01,0.123708552649174,1.82,0.92,1.7812057860051322,1.3317783363511126,1,0.2729608946666582,1,0.01,0.4136017279068955
153,8.415000000000001,6.0,4b2b7a53999e0e21acc8e7d4f9d977def8dcb7227d8607a11766c0fb7e132fdb,1.0,0.412042863710113,1,0.82,1.6,0.8437484728459955,1.7157978273004226,1,0.1288894578742919,0,0.01,0.1182079809911981,1.82,0.92,1.7837422564283891,1.297111191231152,1,0.6951962695459342,1,0.01,0.3788502006343447
154,8.47,6.0,4b2b7a53999e0e21acc8e7d4f9d977def8dcb7227d8607a11766c0fb7e132fdb,1.0,0.4440889456754519,1,0.82,1.6,0.8290609553284728,1.7346387497483051,1,0.477788040668524,0,0.01,0.1349432986303927,1.82,0.92,1.7666896282775286,1.285698152766035,1,0.4103898506823799,1,0.01,0.3695634379503447
155,8.525,6.0,4b2b7a53999e0e21acc8e7d4f9d977def8dcb7227d8607a11766c0fb7e132fdb,1.0,0.377424034807754,1,0.82,1.6,0.8490694450319092,1.7320073859276912,1,0.403615527832593,0,0.01,0.1351701985421549,1.82,0.92,1.7582869985768392,1.2702771748420734,1,0.3512325417829149,1,0.01,0.3556720311747881
156,8.58,6.0,4b2b7a53999e0e21acc8e7d4f9d977def8dcb7227d8607a11766c0fb7e132fdb,0.5,0.2700608646284776,1,0.82,1.6,0.8490694450319092,1.7320073859276912,0,0.0,0,0.01,0.1351701985421549,1.82,0.92,1.765270154708786,1.2441895487240138,1,0.5401217292569552,1,0.01,0.3287768536066368
