method,short,label,seed,episode_id,stress,disturbance_stress,cost,sensor_stream_hash,sensor_hold_fraction,sensor_observable_jump_mean,sensor_hidden_event_count,violation_rate,violation_count,known_static_violation_rate,known_static_violation_count,uncertain_true_violation_rate,uncertain_true_violation_count,min_clearance_cm,min_known_static_clearance_cm,min_uncertain_true_clearance_cm,mean_clearance_cm,goal_error_cm,reached,first_reach_step,path_length_m,mean_cbf_correction,cbf_intervention_rate,raw_sensor_rmse_cm,belief_center_rmse_cm,runtime_ms_per_episode,obs1_belief_rmse_cm,obs2_belief_rmse_cm,epoch
AC,AC,actor-critic + uniform replay,2,0,1.0,1.0,5.4726154685563415,406bff0b5cc8fd555824994fc19b69bfac67a3a8a0b294e0b4ba74c23f056f60,0.0695652173913043,0.1419470867836721,64,0.0,0,0.0,0,0.0,0,2.251889812778343,5.401455302492331,2.251889812778343,11.69081083051276,97.43347133503497,0,-1,3.4383305293597863,0.0,0.0,3.0297090436127885,3.0297090436127885,79.00299999164417,3.39248079543138,2.61712587212146,0
AC,AC,actor-critic + uniform replay,2,1,1.06,1.0,5.694643390294769,79fa3d150a7ba64b8aeb209e74a2f74ca3496f34c0148af55298c58da757bf8c,0.0478260869565216,0.1529968537818234,54,0.0,0,0.0,0,0.0,0,1.087404328535027,3.708799401384054,1.087404328535027,10.47560023308188,89.42189916692742,0,-1,3.175357438970199,0.0,0.0,2.9054112737189537,2.9054112737189537,73.23919999180362,2.711261258971986,3.0873761877205745,1
AC,AC,actor-critic + uniform replay,2,2,1.12,1.0,5.850198425448622,59e262658804cddf4d8d2408a2dc03ef7f8082ae302b112042011185c81997d3,0.0347826086956521,0.1413673465387463,55,0.0,0,0.0,0,0.0,0,0.2615619557503584,2.9683532757508555,0.2615619557503584,10.357309453218416,89.48101060809843,0,-1,3.1092363755007404,0.0,0.0,3.5780983896921894,3.5780983896921894,89.03219999046996,3.7626749928381247,3.3834676104414383,2
AC,AC,actor-critic + uniform replay,2,3,1.18,1.0,5.573416034061026,1f7f2dee6b7447aa9294f7fcc2d16347195cc3c1abe43ad08bb7a349da302248,0.0,0.1485607798309649,56,0.0,0,0.0,0,0.0,0,0.4780457081968531,2.173177042383713,0.4780457081968531,10.163609326830167,88.02407474963513,0,-1,3.0836924015869416,0.0,0.0,2.84866819597944,2.84866819597944,103.773499984527,2.8363483844555777,2.860934956192774,3
AC,AC,actor-critic + uniform replay,2,4,1.24,1.0,5.540585395212825,0e8ce06fa3720771908e3b931576390d9d265431da5b1e9d74266482217acc73,0.0086956521739129,0.1496754304612479,48,0.0,0,0.0,0,0.0,0,0.4245761493423261,2.3710434736313384,0.4245761493423261,10.050939510879546,90.53837778016914,0,-1,3.121778878165866,0.0,0.0,4.208560296652777,4.208560296652777,77.36189998104237,4.453317144392972,3.948661286129751,4
AC,AC,actor-critic + uniform replay,2,5,1.3,1.0,5.62187443267819,fdf14de5f48f65b0740bb224feca20380345f8f6d420808eb6de9a461a26ee70,0.0608695652173912,0.1548125181279571,58,0.0,0,0.0,0,0.0,0,0.6334342854854985,2.194979598962654,0.6334342854854985,10.240483170036748,89.81474387131567,0,-1,3.108302841199749,0.0,0.0,3.815891151848074,3.815891151848074,113.54270001174882,3.609947900507777,4.01127494957954,5
AC,AC,actor-critic + uniform replay,2,6,1.36,1.0,5.7500141950194745,18fbd0676905f5cfe3388b4edd7b8adc8a327d23ff16fb5570682f02bbc58a9d,0.0478260869565216,0.1618867329736251,57,0.0,0,0.0,0,0.0,0,0.4191560209368034,2.143700270619249,0.4191560209368034,10.303046965349573,86.72153870299582,0,-1,3.033222886895913,0.0,0.0,3.817289741233171,3.817289741233171,93.91219998360611,4.246814369032205,3.332862081159317,6
AC,AC,actor-critic + uniform replay,2,7,1.42,1.0,5.649168720149671,a3369fa3191d0bf375e4e57fc0ca1a1bc041469c179e28e0008fab8056d212ab,0.0652173913043477,0.1650691079677373,55,0.0,0,0.0,0,0.0,0,1.3562274050528704,2.145940431383479,1.3562274050528704,10.142942313991272,89.57517518275665,0,-1,3.0884431687990985,0.0,0.0,3.1647142089149254,3.1647142089149254,80.42400001431815,2.957461692956303,3.359204129390187,7
AC,AC,actor-critic + uniform replay,2,8,1.48,1.0,10.82622526491127,91bcbfbfacdce1c9b7980c4de4e36608968fd3dd3a6e0c052f321d6bb8e10c37,0.0434782608695651,0.1728951812694774,63,0.008695652173913,1,0.0,0,0.008695652173913,1,-0.2746689372159466,2.177158062171059,-0.2746689372159466,10.091762508011962,87.64309964215691,0,-1,3.236400817201309,0.0,0.0,4.0729953942596575,4.0729953942596575,80.55959999910556,4.375679532668155,3.745932673008121,8
AC,AC,actor-critic + uniform replay,2,9,1.54,1.0,16.1379772721262,7463c08cf9720fa1a91611ab930db3957842784619f8d72a3d528a9924d4b662,0.0956521739130434,0.1743049140763325,55,0.017391304347826,2,0.0,0,0.017391304347826,2,-0.404393657457186,1.9177089111151897,-0.404393657457186,10.164441933819338,89.96077152673116,0,-1,3.1640210085873224,0.0,0.0,4.406286257866792,4.406286257866792,77.91220000945032,5.225839978126666,3.394306069809342,9
AC,AC,actor-critic + uniform replay,3,0,1.0,1.0,5.41261687991379,40077ea3bdd754003ee403c8647f5c7a881625b45d34c91883061194222efdc2,0.0391304347826086,0.1443618778975431,53,0.0,0,0.0,0,0.0,0,2.6489704542791204,5.271445146581318,2.6489704542791204,11.28761131641644,101.4576720657453,0,-1,3.3637052166676,0.0,0.0,2.606403317879488,2.606403317879488,80.96709998790175,2.184665744287481,2.968823352212663,0
AC,AC,actor-critic + uniform replay,3,1,1.06,1.0,5.8148116090008575,6bb35cde73ab78fc35b96f45fcd806c9ba08167057303cfa2a2c3f8659d30416,0.0086956521739129,0.1471068574016538,51,0.0,0,0.0,0,0.0,0,0.9881901390606408,4.039899770350541,0.9881901390606408,10.548585300929576,90.82163572750106,0,-1,3.1308937269161627,0.0,0.0,3.3657070148188013,3.3657070148188013,81.17349998792633,3.549020397277564,3.171816772594025,1
AC,AC,actor-critic + uniform replay,3,2,1.12,1.0,5.7093604363072,810c6e92f86990aef82a235b44046e11ae43f44cc5f9c32e949e05de10b5d6a8,0.0,0.1609835159375067,58,0.0,0,0.0,0,0.0,0,1.1760763145079511,2.842671187999231,1.1760763145079511,10.252056629732778,88.58459915176503,0,-1,3.1527098734811614,0.0,0.0,3.019525772095687,3.019525772095687,73.99720000103116,2.5927260205828704,3.393058142574722,2
AC,AC,actor-critic + uniform replay,3,3,1.18,1.0,5.652139592873773,630136ba579eba5eae2cbd350727969748be67c672c97c225ced0268201e4bd4,0.0,0.156736337113168,52,0.0,0,0.0,0,0.0,0,1.2296777615252137,2.507566147217549,1.2296777615252137,10.327150752446473,87.92429529041314,0,-1,3.063432206198083,0.0,0.0,2.8797948852995696,2.8797948852995696,94.05680000782012,2.9730321886442725,2.7834361440636943,3
AC,AC,actor-critic + uniform replay,3,4,1.24,1.0,5.6153399390345085,bcf4a2fd04e8f91ac9fbf2b899138391293f93d4744dd3caa839eb84b43ff1e6,0.0304347826086957,0.1567497088146984,62,0.0,0,0.0,0,0.0,0,1.0608026469770435,2.6531726474441952,1.0608026469770435,10.20509734215437,88.82107907543697,0,-1,3.2001742177537755,0.0,0.0,3.180849524150294,3.180849524150294,79.68300001812167,3.294568048000832,3.0629118119309773,4
AC,AC,actor-critic + uniform replay,3,5,1.3,1.0,5.579464994136826,50a360ad042daf129acd66f4c2a1d4cf27469d9b86b110d10c4647ebbeddd339,0.0782608695652173,0.1516621742885754,62,0.0,0,0.0,0,0.0,0,0.502847103426457,2.34799723936704,0.502847103426457,10.293463697375945,89.78474265704305,0,-1,3.164530253414318,0.0,0.0,3.0695386759357053,3.0695386759357053,84.83060001162812,3.1246440244160314,3.013425805758528,5
AC,AC,actor-critic + uniform replay,3,6,1.36,1.0,5.640482076528988,88c52520be2fbd17fccf696aec12b48a8b9774301aeeb4babd7f9939f2ad305c,0.017391304347826,0.1587652057290914,63,0.0,0,0.0,0,0.0,0,0.7757584791788619,2.467171729075235,0.7757584791788619,10.161504654202735,90.62682625052491,0,-1,3.126247175343933,0.0,0.0,4.261692012558922,4.261692012558922,78.81859998451546,4.370741673166499,4.14977768636619,6
AC,AC,actor-critic + uniform replay,3,7,1.42,1.0,5.578564072773682,077c6720be08da190dadc285a3941b3046b426a47ad0b0b6473a524c1da2095f,0.017391304347826,0.1579453424828324,55,0.0,0,0.0,0,0.0,0,0.7673603394668521,2.75777043816239,0.7673603394668521,10.139898478165415,87.93660986418655,0,-1,3.1968405936830075,0.0,0.0,3.421800078183309,3.421800078183309,77.72329999716021,3.1299518822039865,3.690641240380636,7
AC,AC,actor-critic + uniform replay,3,8,1.48,1.0,5.629214848274889,b7666c116c120b2fa0edcdc335212eeaec03893a9195710f0f596ca6fb4a93bd,0.0652173913043477,0.1540703331253426,57,0.0,0,0.0,0,0.0,0,0.9613054245696444,2.494865116523723,0.9613054245696444,10.18250238041783,88.7147089755626,0,-1,3.15716322202314,0.0,0.0,4.361639814557888,4.361639814557888,83.53720000013709,4.318368629263344,4.404485909350531,8
AC,AC,actor-critic + uniform replay,3,9,1.54,1.0,5.621066442835083,ed93c408619c002b528328c7a26c6d3a6f0ee82b55311bef14fe43f617ccb3bc,0.026086956521739,0.1835266481178063,63,0.0,0,0.0,0,0.0,0,0.7573983198245232,2.6483343951564624,0.7573983198245232,10.202873160429696,86.91615807168584,0,-1,3.184258097322629,0.0,0.0,3.8995790789057896,3.8995790789057896,86.76820000982843,3.5247417984790586,4.241418305158555,9
AC,AC,actor-critic + uniform replay,4,0,1.0,1.0,5.581482115807575,3a6b95a4d7ee9265b0e3836f8fceeec64c13bf6f9553de19a53f58b5863db929,0.0391304347826086,0.1408728280172949,58,0.0,0,0.0,0,0.0,0,2.100619214483457,5.297004130486924,2.100619214483457,11.808026122976546,96.70942678334632,0,-1,3.4371868424069576,0.0,0.0,2.4096644913374803,2.4096644913374803,85.53540002321824,2.530698400751749,2.2822207443755254,0
AC,AC,actor-critic + uniform replay,4,1,1.06,1.0,5.681129240795745,0c0058140f4209bd2f166f1b02c5b5f7b2d7d2924518f5fccd7604945828c8d7,0.0478260869565216,0.1413443359087037,53,0.0,0,0.0,0,0.0,0,1.393390409270387,3.6083228832559056,1.393390409270387,10.66719487959971,86.14200797950745,0,-1,3.029112056805824,0.0,0.0,2.7420729315996617,2.7420729315996617,80.21719998214394,2.1737780421368624,3.2113263533852736,1
AC,AC,actor-critic + uniform replay,4,2,1.12,1.0,5.657272379538341,7596e6b368f3783f1c64eb1d7f1f585bdea5cb8b0cf73f6fb4229d3dd8a896dc,0.017391304347826,0.1547251617256025,57,0.0,0,0.0,0,0.0,0,0.4051187888024082,2.918663476364044,0.4051187888024082,10.219357706798917,88.00057568270539,0,-1,3.1964122012581018,0.0,0.0,3.3163524234459,3.3163524234459,76.49760000640526,3.082510230221665,3.534758474573584,2
AC,AC,actor-critic + uniform replay,4,3,1.18,1.0,5.445637199999661,70608b75de5b12baad5aaebc8d524e7251ac09a3666ee8553ddfb2c9f9d623ff,0.0347826086956521,0.1481172100633912,56,0.0,0,0.0,0,0.0,0,1.3536296250497766,2.3470555107916065,1.3536296250497766,10.200806333709274,88.93904067393827,0,-1,3.080757134765815,0.0,0.0,2.7966915238949,2.7966915238949,77.67779999994673,2.913334221299764,2.6749674156248804,3
AC,AC,actor-critic + uniform replay,4,4,1.24,1.0,5.704961761070841,ac3c04f294ae0cf9aa27c3b414335475feda76fe2b486e826cdf0fef5de31a97,0.0347826086956521,0.1523548225770826,49,0.0,0,0.0,0,0.0,0,0.9596044641625724,2.756793118201923,0.9596044641625724,10.301433866954708,90.80878667882622,0,-1,3.129018541151583,0.0,0.0,3.344648524053104,3.344648524053104,80.19430001149885,3.6878212068005527,2.9619794471895533,4
AC,AC,actor-critic + uniform replay,4,5,1.3,1.0,5.6831326570073895,e6d3418dd2c97d061d8e8e8dbef71628681a3da74c4636651e8dfd58a02910fa,0.0956521739130434,0.1455887420761465,59,0.0,0,0.0,0,0.0,0,1.5181645461908897,2.045146347782132,1.5181645461908897,10.313669411838314,86.02481035459795,0,-1,3.0232836068478504,0.0,0.0,2.746721176291499,2.746721176291499,80.61740000266582,2.623605414375315,2.864550413282484,5
AC,AC,actor-critic + uniform replay,4,6,1.36,1.0,5.70729603777079,0a2e44121d7ff992d031d82b6b594764ac07730c243e35e5cc713b9ff8e3ad9a,0.0217391304347825,0.1615658799631206,60,0.0,0,0.0,0,0.0,0,1.1770174239757458,2.3203327603765067,1.1770174239757458,10.293814325882066,88.88082407591494,0,-1,3.149409060222597,0.0,0.0,3.522324785985529,3.522324785985529,86.52269997401163,3.3969002683231078,3.643434144183535,6
AC,AC,actor-critic + uniform replay,4,7,1.42,1.0,5.717013563055489,dc941e301553d646874df003d187df21355bbbad3ac4e91d35e057823e6455fe,0.0739130434782608,0.1624580529571578,53,0.0,0,0.0,0,0.0,0,0.9802041610705442,2.599040880358503,0.9802041610705442,10.415219826525048,90.44683362264038,0,-1,3.1171332575665804,0.0,0.0,3.549888080327799,3.549888080327799,103.25449999072588,3.249004881374363,3.827189314172,7
AC,AC,actor-critic + uniform replay,4,8,1.48,1.0,5.735898238756906,7d181e39e48717790b37c364bbe5c062cd7a9539f5c355120bf8f518bf40581a,0.0521739130434782,0.172410036946246,55,0.0,0,0.0,0,0.0,0,1.8458365646010777,2.264309464678068,1.8458365646010777,10.425817276898576,88.4233763449832,0,-1,3.0635721136004945,0.0,0.0,3.684237581465004,3.684237581465004,75.17600001301616,3.364944616826733,3.97798451970932,8
AC,AC,actor-critic + uniform replay,4,9,1.54,1.0,5.717941596265592,c80765cc52d91c3d844ce1b6d1a2083955264f6182b151cf3c9b2018e5a0c423,0.0521739130434782,0.1599722705976452,56,0.0,0,0.0,0,0.0,0,0.1898607584538914,2.1926407736460147,0.1898607584538914,10.290384640667511,90.1840213064484,0,-1,3.121425256753058,0.0,0.0,5.08211203413583,5.08211203413583,78.9128000033088,5.259126246799235,4.898705602018134,9
AC+CBF,AC+CBF,actor-critic + CBF + uniform replay,0,0,1.0,1.0,5.587712135400749,1290502f5cc1479a39bc6122deed877d23d1bce160e08ae72c73bcc571644b84,0.017391304347826,0.1417645157079876,49,0.0,0,0.0,0,0.0,0,3.2723953072806817,4.137556464952122,3.2723953072806817,11.53654832474668,94.36552820861762,0,-1,3.2176363688258003,0.0506972246351255,0.3478260869565217,2.7838451772286747,2.7838451772286747,123.02290002116932,2.8623738697355865,2.703036028508246,0
AC+CBF,AC+CBF,actor-critic + CBF + uniform replay,0,1,1.06,1.0,6.041417523331396,f6e58b002b846aa4267cda0b2e2981838f73f75ca75bf5d2a362520b310a5904,0.0478260869565216,0.1420473057002858,54,0.0,0,0.0,0,0.0,0,2.462287096286081,5.4493448243963325,2.462287096286081,11.647863153254846,87.7270141958714,0,-1,2.9659725902232124,0.0706038230702454,0.2782608695652174,3.4134176202636395,3.4134176202636395,131.11849999404512,3.89853057686391,2.846805058642008,1
AC+CBF,AC+CBF,actor-critic + CBF + uniform replay,0,2,1.12,1.0,5.832792633869919,1842d6b48e65e0d845f28064a4d4f76b39d06f25382eba6e08249ef0e33ce533,0.0304347826086957,0.1399595651115591,54,0.0,0,0.0,0,0.0,0,2.7336321799825174,6.203593171999914,2.7336321799825174,11.46448363606544,87.13977507363235,0,-1,2.970070809359345,0.0657236986305395,0.2695652173913043,3.577919731384339,3.577919731384339,121.02140000206418,4.026512457488355,3.064346037599188,2
AC+CBF,AC+CBF,actor-critic + CBF + uniform replay,0,3,1.18,1.0,5.951156140022793,46ea4884edf0d2d0b527757a729d68cf9f1fd3b2fabfd6591af84f82c2602b72,0.017391304347826,0.1524116784961557,52,0.0,0,0.0,0,0.0,0,1.5976935881349603,5.305389778256789,1.5976935881349603,11.467164114576986,88.18953160082735,0,-1,2.9897309585001204,0.0716704709375468,0.3043478260869565,3.2517818404875123,3.2517818404875123,119.56339998869224,3.5459656347681308,2.9281902249157503,3
AC+CBF,AC+CBF,actor-critic + CBF + uniform replay,0,4,1.24,1.0,5.839845242505531,b0491bfd11ca6fcbe089bf0e5db6cc4754806de544a0d4f16a05ac5e63f7364f,0.0782608695652173,0.1491568713023484,59,0.0,0,0.0,0,0.0,0,2.181706551725568,4.859125597271999,2.181706551725568,11.228207650195762,88.63107491833871,0,-1,2.9943006093836786,0.0762153190788664,0.3130434782608696,3.675996890911805,3.675996890911805,111.33039998821914,3.6020674253680127,3.7484685602375207,4
AC+CBF,AC+CBF,actor-critic + CBF + uniform replay,0,5,1.3,1.0,5.874116338185192,ebeae7456964e82fb4b1a10e1e1c9f599b5b0d2eb001b0de6e2b0cd7afa80e72,0.0086956521739129,0.1565754079322125,65,0.0,0,0.0,0,0.0,0,2.25362714807327,4.90918245838513,2.25362714807327,11.138280660857369,89.41703863015742,0,-1,3.069059378396419,0.0806311964126449,0.3478260869565217,3.7021721908795295,3.7021721908795295,101.3717000023462,3.974506998808404,3.408144946780652,5
AC+CBF,AC+CBF,actor-critic + CBF + uniform replay,0,6,1.36,1.0,5.907268162239261,291357f8730d0569e5d924fe750842809c913891fcdeb2d6fd549cfbd69b5722,0.0391304347826086,0.1519452576187987,62,0.0,0,0.0,0,0.0,0,1.0582516105695023,4.808783180613166,1.0582516105695023,11.27936291991176,88.66137894882165,0,-1,2.987466094676308,0.0742600829178195,0.3130434782608696,3.9181495437130014,3.9181495437130014,118.85410000104456,4.38574034535786,3.386602031077337,6
AC+CBF,AC+CBF,actor-critic + CBF + uniform replay,0,7,1.42,1.0,5.818225891817182,13cb2f6395130d1e3c7cf1f5148694bfc1295285f769af058dd9fbaf01626bb7,0.0652173913043477,0.1666850351028523,57,0.0,0,0.0,0,0.0,0,1.1512598803002063,5.782204116944836,1.1512598803002063,11.324996620844257,87.15877502746258,0,-1,2.938602662306116,0.0766410328200075,0.3130434782608696,3.4589376898819224,3.4589376898819224,120.0519000121858,3.876956825422616,2.982902220787731,7
